algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,4.188297986473394,0.8762313768863678,0.41765491020679474,0.0,1.6391789674758912,0.0,1000.0,0.0,0.0,2.6705960151638246,0.0,0.772621693611145,0.0,0.8227362828417223,0.0,0.8227362828417223,0.0,131.25585998535155,0.0,4585.045695820633,0.0,131.25589782714843,0.0,28.128789482116698,0.0,2.6705960151638246,0.954713262848168,0.772621693611145,0.8227362828417223,6.562794891357422,229.25228479103168
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,4.260738553638152,0.8761525766849518,0.41767730736732483,0.0,1.8407079035585576,0.0,1000.0,0.0,0.0,2.706825641465369,0.0,0.7896059155464172,0.0,0.8048865012132111,0.0,0.8048865012132111,0.0,128.21562402898616,0.0,4471.56090531751,0.0,128.215539412065,0.0,28.384378693320535,0.0,2.706825641465369,0.9495407028690227,0.7896059155464172,0.8048865012132111,5.641483734130859,196.74867983397047
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,4.530713506323804,0.8761429781913758,0.4169448865056038,0.0,1.787135163942973,0.0,1000.0,0.0,0.0,2.7476963366894935,0.0,0.8235566928273156,0.0,0.7760764390852257,0.0,0.7760764390852257,0.0,123.70630427769252,0.0,4267.595246423708,0.0,123.70632643926712,0.0,31.468168258666992,0.0,2.7476963366894935,0.9419299711048407,0.8235566928273156,0.7760764390852257,5.1956657104492185,179.23900034979573
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,4.644640347595548,0.8763595776557922,0.41600179105997087,0.0,1.4974453367970206,0.0,1000.0,0.0,0.0,2.773041939531413,0.0,0.7618070136417042,0.0,0.8103030606849182,0.0,0.8103030606849182,0.0,129.19961270419034,0.0,4788.046667756757,0.0,129.19952843405983,0.0,22.013531814921986,0.0,2.773041939531413,0.9435811535232713,0.7618070136417042,0.8103030606849182,5.684779251098633,210.67405338129734
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,4.644640347595548,0.8757905772924424,0.4171737799048424,0.0,1.9882792737334967,0.0,1000.0,0.0,0.0,2.8017646731619514,0.0,0.7598185520619154,0.0,0.8051374247923675,0.0,0.8051374247923675,0.0,128.48050665855408,0.0,4494.733056972904,0.0,128.48053765296936,0.0,55.3277792930603,0.0,2.8017646731619514,0.9532427805978689,0.7598185520619154,0.8051374247923675,8.222754409790038,287.66291564626584
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,4.644640347595548,0.876126979470253,0.41599261403083804,0.0,1.7805468790671404,0.0,1000.0,0.0,0.0,2.8151733623656456,0.0,0.7452662499511943,0.0,0.8080942337936616,0.0,0.8080942337936616,0.0,128.95384844611672,0.0,4441.14433756469,0.0,128.95383498247932,0.0,22.974819912629968,0.0,2.8151733623656456,0.9579006987271436,0.7452662499511943,0.8080942337936616,4.384430389404297,150.9989074771995
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,4.863557452674667,0.876519178390503,0.41452506971359254,0.0,1.3926914313009806,0.0,1000.0,0.0,0.0,2.8378589071723153,0.0,0.7501894320760455,0.0,0.798509825999204,0.0,0.798509825999204,0.0,127.45197568620954,0.0,5061.0733637718895,0.0,127.45196315220424,0.0,10.363990936960493,0.0,2.8378589071723153,0.9578704906919668,0.7501894320760455,0.798509825999204,3.568654968261719,141.71005418561293
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,4.863557452674667,0.8764797768592835,0.41436724716424944,0.0,1.3909852355718613,0.0,1000.0,0.0,0.0,2.9149260948140308,0.0,0.8125726346458707,0.0,0.7526078947109214,0.0,0.7526078947109214,0.0,120.21760940551758,0.0,4705.315493913405,0.0,120.21757861546108,0.0,23.61589367049081,0.0,2.9149260948140308,0.9347354799575555,0.8125726346458707,0.7526078947109214,6.73218440246582,263.4976676591507
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,4.863557452674667,0.8764577783346176,0.4140357539057732,0.0,1.6485770400613546,0.0,1000.0,0.0,0.0,2.966348922519557,0.0,0.7471477081999183,0.0,0.7877478602144699,0.0,0.7877478602144699,0.0,125.63786220550537,0.0,4998.625796903916,0.0,125.63785719871521,0.0,39.046227395534515,0.0,2.966348922519557,0.9289329231286989,0.7471477081999183,0.7877478602144699,8.040822860717773,319.9120510018506
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,5.072831977096655,0.8765425773859024,0.4134628692865372,0.0,1.6073399004728899,0.0,1000.0,0.0,0.0,3.00687278658907,0.0,0.7440256333869436,0.0,0.7834184233095425,0.0,0.7834184233095425,0.0,124.92976478908373,0.0,4949.092187274229,0.0,124.9297926529594,0.0,20.853812839673914,0.0,3.00687278658907,0.9235872647992002,0.7440256333869436,0.7834184233095425,5.746770462036133,227.65824061461453
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,5.072831977096655,0.8761853773593903,0.4142465953230858,0.0,1.8251836995283763,0.0,1000.0,0.0,0.0,3.0254697976044334,0.0,0.7383074810107549,0.0,0.7807143763165989,0.0,0.7807143763165989,0.0,124.6876761118571,0.0,4491.138985534942,0.0,124.68768278757732,0.0,36.48584238688151,0.0,3.0254697976044334,0.9308127710754412,0.7383074810107549,0.7807143763165989,5.9850087738037105,215.5746713056772
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,5.077095720877351,0.8762815771102905,0.41412875497341156,0.0,1.7775610501949604,0.0,1000.0,0.0,0.0,3.0763870157431303,0.0,0.7619622475825824,0.0,0.7599730312569037,0.0,0.7599730312569037,0.0,121.1226055438702,0.0,4915.446504793873,0.0,121.12255389873798,0.0,36.27199561779316,0.0,3.0763870157431303,0.9237590447506141,0.7619622475825824,0.7599730312569037,6.298372802734375,255.6032182492814
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.187217316129442,0.8761167773008347,0.4142553095817566,0.0,1.7746747434139252,0.0,1000.0,0.0,0.0,3.12491897753959,0.0,0.7854243379372817,0.0,0.7396299883769131,0.0,0.7396299883769131,0.0,117.97356678889348,0.0,4785.769158401797,0.0,117.97355417104868,0.0,36.552331117483284,0.0,3.12491897753959,0.9216614261288413,0.7854243379372817,0.7396299883769131,6.134624816894531,248.85999623689344
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.242770515115494,0.8756513773202896,0.4155353438258171,0.0,1.9541880562901497,0.0,1000.0,0.0,0.0,3.1634868339991167,0.0,0.7469770601019263,0.0,0.7569629149260665,0.0,0.7569629149260665,0.0,120.85194396972656,0.0,4660.26717182781,0.0,120.85197329521179,0.0,53.65548253059387,0.0,3.1634868339991167,0.9354454341058908,0.7469770601019263,0.7569629149260665,7.734526290893554,298.25709899697983
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.2795975352709466,0.8752041789293289,0.41704596537351607,0.0,2.031712032854557,0.0,1000.0,0.0,0.0,3.2061562961899277,0.0,0.7368130279438836,0.0,0.7570559631967912,0.0,0.7570559631967912,0.0,120.91569192068917,0.0,4528.037438522739,0.0,120.91572625296456,0.0,58.921854564121794,0.0,3.2061562961899277,0.9347056477976701,0.7368130279438836,0.7570559631967912,6.771280670166016,253.57009655727336
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.2795975352709466,0.8752289785146713,0.41688850247859954,0.0,1.7623572395398066,0.0,1000.0,0.0,0.0,3.2334495162948835,0.0,0.7413093470610105,0.0,0.7483174567102496,0.0,0.7483174567102496,0.0,119.39826290424054,0.0,4685.34102062117,0.0,119.39825732891376,0.0,34.45070237379808,0.0,3.2334495162948835,0.9476610225838249,0.7413093470610105,0.7483174567102496,6.208709381103516,243.63773307230085
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.2795975352709466,0.8752453780174255,0.4167916785478592,0.0,1.7428295588493348,0.0,1000.0,0.0,0.0,3.2726711880479624,0.0,0.7666828417778015,0.0,0.7278077631592,0.0,0.7278077631592,0.0,116.12724365234375,0.0,4651.117574109801,0.0,116.12722473144531,0.0,29.64232322692871,0.0,3.2726711880479624,0.9555661976699734,0.7666828417778015,0.7278077631592,5.806361236572266,232.55587870549013
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.2795975352709466,0.8751605780124664,0.4173097620010376,0.0,1.7155072206053241,0.0,1000.0,0.0,0.0,3.3362366072298064,0.0,0.7468547358595091,0.0,0.7347618759824516,0.0,0.7347618759824516,0.0,117.31616289862271,0.0,4582.6912228341835,0.0,117.31609923264077,0.0,36.59004027267982,0.0,3.3362366072298064,0.9418904324647593,0.7468547358595091,0.7347618759824516,6.804333755493164,265.7960909243826
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,5.2795975352709466,0.8746021773815155,0.4190156810283661,0.0,1.9615744106909807,0.0,1000.0,0.0,0.0,3.397727574856303,0.0,0.7508857635890737,0.0,0.7255958407685613,0.0,0.7255958407685613,0.0,115.5960843703326,0.0,4678.4744113312345,0.0,115.59608167760513,0.0,58.014404857859894,0.0,3.397727574856303,0.9476395770573203,0.7508857635890737,0.7255958407685613,7.860533554077149,318.136259970524
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,5.319868031569422,0.8749533767700195,0.41791725808382035,0.0,1.5924736512334723,0.0,1000.0,0.0,0.0,3.44133271351184,0.0,0.7691213802287453,0.0,0.7113080856126464,0.0,0.7113080856126464,0.0,113.22931108976665,0.0,4911.318628730905,0.0,113.22941509046052,0.0,16.5576561877602,0.0,3.44133271351184,0.9394631014812033,0.7691213802287453,0.7113080856126464,4.3027177734375,186.63010789177446
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,5.319868031569422,0.8747963783740997,0.4184098995923996,0.0,2.1484864433606465,0.0,1000.0,0.0,0.0,3.463433795977691,0.0,0.7430545409520467,0.0,0.7179786389718003,0.0,0.7179786389718003,0.0,114.7778086344401,0.0,4770.506523582947,0.0,114.77770487467448,0.0,30.477512486775716,0.0,3.463433795977691,0.9435770602663399,0.7430545409520467,0.7179786389718003,3.4433311462402343,143.11519570748837
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,5.319868031569422,0.8747171783447265,0.418772078871727,0.0,1.9081738780845294,0.0,1000.0,0.0,0.0,3.4971405812278125,0.0,0.7758590416474775,0.0,0.6936688036965974,0.0,0.6936688036965974,0.0,110.82436578924006,0.0,4540.320317032301,0.0,110.82427666404031,0.0,33.22931049086831,0.0,3.4971405812278125,0.9665891971430697,0.7758590416474775,0.6936688036965974,4.876268173217773,199.77409394942126
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,5.319868031569422,0.8745561776161194,0.41932529318332673,0.0,2.0338901031017302,0.0,1000.0,0.0,0.0,3.555279665337018,0.0,0.7700787949562072,0.0,0.6929143786807538,0.0,0.6929143786807538,0.0,110.34856353759766,0.0,4784.825817419264,0.0,110.34859313964844,0.0,42.79965118408203,0.0,3.555279665337018,0.9716414552896464,0.7700787949562072,0.6929143786807538,5.517429656982422,239.2412908709632
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,5.412516340524051,0.8740929777622223,0.42096610498428344,0.0,2.0039575938135386,0.0,1000.0,0.0,0.0,3.611466476538174,0.0,0.7220034170895815,0.0,0.7126917232114243,0.0,0.7126917232114243,0.0,113.60677313804626,0.0,4767.672748651809,0.0,113.60675048828125,0.0,56.06030535697937,0.0,3.611466476538174,0.9832099865852657,0.7220034170895815,0.7126917232114243,7.27083203125,305.1310559137158
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,5.580263775238215,0.8740061774253846,0.42111843198537824,0.0,1.9134542929629486,0.0,1000.0,0.0,0.0,3.664125584262786,0.0,0.7561793699860573,0.0,0.6900648454086632,0.0,0.6900648454086632,0.0,110.15944703420003,0.0,4848.571476894032,0.0,110.15937201182048,0.0,42.12336258093516,0.0,3.664125584262786,0.9829986237651248,0.7561793699860573,0.6900648454086632,5.287649856567382,232.7314308909135
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,5.581547220868328,0.8738973789215088,0.42189278703927996,0.0,1.8838432706319368,0.0,1000.0,0.0,0.0,3.6937011524890657,0.0,0.6578405969418012,0.0,0.7365926978913518,0.0,0.7365926978913518,0.0,117.35453649667593,0.0,4729.156002028034,0.0,117.35447663527269,0.0,39.98822593688965,0.0,3.6937011524890657,0.9930181413626482,0.6578405969418012,0.7365926978913518,6.102432785034179,245.91611210545776
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,5.581547220868328,0.8736221789121628,0.4227846262454987,0.0,2.030145899170921,0.0,1000.0,0.0,0.0,3.745768045473185,0.0,0.7481940275146848,0.0,0.6868449367888813,0.0,0.6868449367888813,0.0,109.72367023286365,0.0,4420.852694331552,0.0,109.72367640904018,0.0,37.41969153994606,0.0,3.745768045473185,0.9835334880223748,0.7481940275146848,0.6868449367888813,4.608394409179687,185.6758131619252
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,5.922177082356462,0.8731377778053284,0.42492611962556837,0.0,2.4045553306738534,0.0,1000.0,0.0,0.0,3.79066331945792,0.0,0.7587756663560867,0.0,0.6703859138024368,0.0,0.6703859138024368,0.0,106.91801198323567,0.0,4456.109870199468,0.0,106.91799799601237,0.0,64.00193770726521,0.0,3.79066331945792,1.0035491033713537,0.7587756663560867,0.6703859138024368,5.132063903808594,213.89327376957448
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,5.922177082356462,0.8729927781820297,0.42589443707466124,0.0,2.074524898278086,0.0,1000.0,0.0,0.0,3.8259619974557815,0.0,0.7545536066356459,0.0,0.6673063885025267,0.0,0.6673063885025267,0.0,106.30130848131682,0.0,4597.511319731339,0.0,106.30134542364823,0.0,30.304603978207236,0.0,3.8259619974557815,1.0205191519978254,0.7545536066356459,0.6673063885025267,4.0394511260986325,174.7054301497909
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,5.922177082356462,0.8729823783636094,0.42592127007246017,0.0,1.9530329257249832,0.0,1000.0,0.0,0.0,3.8799522035000766,0.0,0.7568997009233995,0.0,0.6642511862236514,0.0,0.6642511862236514,0.0,105.76618125221945,0.0,5024.554644727508,0.0,105.76614900068803,0.0,40.60431411049583,0.0,3.8799522035000766,1.0221986857814274,0.7568997009233995,0.6642511862236514,4.653710556030274,221.08040436801036
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,5.922177082356462,0.87258997797966,0.4274962637424469,0.0,2.0810398161411285,0.0,1000.0,0.0,0.0,3.9308865897241887,0.0,0.7434540944440025,0.0,0.6625671364619895,0.0,0.6625671364619895,0.0,105.52991921561105,0.0,4650.340663644909,0.0,105.52991431100028,0.0,52.244585037231445,0.0,3.9308865897241887,1.0415149722634711,0.7434540944440025,0.6625671364619895,5.909675201416015,260.4190771641149
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,5.922177082356462,0.8723783777952194,0.42866626745462416,0.0,2.1075786423683165,0.0,1000.0,0.0,0.0,3.987752092910875,0.0,0.7333382105827332,0.0,0.6634835764279853,0.0,0.6634835764279853,0.0,105.88680603027343,0.0,4802.856762256581,0.0,105.88686614990235,0.0,45.83714645385742,0.0,3.987752092910875,1.0582070631884828,0.7333382105827332,0.6634835764279853,5.294343307495117,240.14283811282903
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,5.922177082356462,0.8727995791435241,0.4278434720635414,0.0,1.7732101733034307,0.0,1000.0,0.0,0.0,4.020740771400938,0.0,0.7545650547200983,0.0,0.6550895367056997,0.0,0.6550895367056997,0.0,104.61153203790838,0.0,4935.844186307189,0.0,104.61155076460405,0.0,10.08838718587702,0.0,4.020740771400938,1.0487134304199761,0.7545650547200983,0.6550895367056997,2.301454116821289,108.58857209875816
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,5.922177082356462,0.8723207776546478,0.4294523671269417,0.0,2.2895173758268355,0.0,1000.0,0.0,0.0,4.069281012774351,0.0,0.7709973633289338,0.0,0.6385760380964893,0.0,0.6385760380964893,0.0,101.74595375061035,0.0,4343.807498928121,0.0,101.74595642089844,0.0,49.20406141281128,0.0,4.069281012774351,1.0437367599536684,0.7709973633289338,0.6385760380964893,4.069838256835937,173.75229995712482
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,6.245644327956688,0.8719213792085647,0.4309796856045723,0.0,1.9603962311521173,0.0,1000.0,0.0,0.0,4.12111993345719,0.0,0.7317632520571351,0.0,0.6505490175211639,0.0,0.6505490175211639,0.0,103.7949767112732,0.0,4726.7390565049445,0.0,103.79500460624695,0.0,58.51785671710968,0.0,4.12111993345719,1.0700126061267536,0.7317632520571351,0.6505490175211639,6.642880294799805,302.5112996163165
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,6.245644327956688,0.8717195782661438,0.4319955385923386,0.0,2.157079750841314,0.0,1000.0,0.0,0.0,4.164625303050304,0.0,0.7291168705983595,0.0,0.6438640828383791,0.0,0.6438640828383791,0.0,102.65890849720348,0.0,4494.039728196284,0.0,102.65893832120028,0.0,43.49848157709295,0.0,4.164625303050304,1.0740002206497434,0.7291168705983595,0.6438640828383791,4.516993286132813,197.73774804063652
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,6.245644327956688,0.8714189779758453,0.4336699597835541,0.0,2.2966453510781992,0.0,1000.0,0.0,0.0,4.203777307096734,0.0,0.7248696386814117,0.0,0.6460521577674218,0.0,0.6460521577674218,0.0,102.94243854025136,0.0,4336.547326916575,0.0,102.94244815992272,0.0,51.9970878932787,0.0,4.203777307096734,1.0899807890115683,0.7248696386814117,0.6460521577674218,4.735352615356446,199.48117703816249
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,6.245644327956688,0.8715457774400711,0.43368866533041,0.0,1.882885629311204,0.0,1000.0,0.0,0.0,4.2358892081749735,0.0,0.7113595642149448,0.0,0.6496336635238271,0.0,0.6496336635238271,0.0,103.6408314704895,0.0,4810.034901766163,0.0,103.6407904624939,0.0,16.69150984287262,0.0,4.2358892081749735,1.0881434313343525,0.7113595642149448,0.6496336635238271,3.316505294799805,153.92111685651722
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,6.245644327956688,0.8709941766262055,0.4358931767344475,0.0,2.4382182074089847,0.0,1000.0,0.0,0.0,4.2842663465634905,0.0,0.7507540881633759,0.0,0.6301749258243483,0.0,0.6301749258243483,0.0,100.49388535817464,0.0,4528.590137218905,0.0,100.4939136505127,0.0,63.273990313212074,0.0,4.2842663465634905,1.088586077350734,0.7507540881633759,0.6301749258243483,4.823707855224609,217.37232658650743
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,6.400083137584512,0.8710651773214341,0.4362862270474434,0.0,1.9955698980225458,0.0,1000.0,0.0,0.0,4.314648479172181,0.0,0.6964374482631683,0.0,0.6419190894322515,0.0,0.6419190894322515,0.0,102.3179194132487,0.0,4871.072250730577,0.0,102.31784269544814,0.0,28.55063607957628,0.0,4.314648479172181,1.091698204936515,0.6964374482631683,0.6419190894322515,3.6834423370361327,175.35860102630076
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,6.586019525844498,0.8700073788166046,0.4399549422264099,0.0,2.2839511366266954,0.0,1000.0,0.0,0.0,4.4121016017587005,0.0,0.7365194402242962,0.0,0.6308424319870791,0.0,0.6308424319870791,0.0,100.58774084793895,0.0,4562.998114986192,0.0,100.5877480757864,0.0,87.60616362722297,0.0,4.4121016017587005,1.0717229838865168,0.7365194402242962,0.6308424319870791,7.644668853759765,346.7878567389507
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,6.586019525844498,0.8701517766714096,0.44009247148036956,0.0,2.04582475061002,0.0,1000.0,0.0,0.0,4.4519925065858565,0.0,0.6974915395612302,0.0,0.6384323969282303,0.0,0.6384323969282303,0.0,101.84316154148267,0.0,4753.888310612415,0.0,101.84317182457966,0.0,39.798018662825875,0.0,4.4519925065858565,1.072041192559874,0.6974915395612302,0.6384323969282303,4.684785903930664,218.67886228817108
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,6.586019525844498,0.8697785770893097,0.441706591963768,0.0,2.3070749789476395,0.0,1000.0,0.0,0.0,4.4919206816708845,0.0,0.7213043247660001,0.0,0.621712175625771,0.0,0.621712175625771,0.0,99.18888187408447,0.0,4453.6228503441425,0.0,99.18891620635986,0.0,64.86503601074219,0.0,4.4919206816708845,1.082564568244012,0.7213043247660001,0.621712175625771,4.761067977905274,213.77389681651883
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,7.063925581072549,0.8694723787307739,0.4436618723869324,0.0,2.158167309485949,0.0,1000.0,0.0,0.0,4.533175472726436,0.0,0.7065139802602621,0.0,0.6277085899165011,0.0,0.6277085899165011,0.0,100.12346473106972,0.0,4566.3158291195805,0.0,100.12345093947191,0.0,51.7913331251878,0.0,4.533175472726436,1.089814913062884,0.7065139802602621,0.6277085899165011,5.2064194488525395,237.44842311421817
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,7.063925581072549,0.869432177901268,0.4440980408191681,0.0,2.017464016377926,0.0,1000.0,0.0,0.0,4.576088945905532,0.0,0.7338835924863816,0.0,0.6193084370629629,0.0,0.6193084370629629,0.0,98.75732917785645,0.0,4759.740335515768,0.0,98.75731506347657,0.0,29.915914726257324,0.0,4.576088945905532,1.075665724376762,0.7338835924863816,0.6193084370629629,3.9502926025390623,190.38961342063072
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,7.063925581072549,0.8692691782712937,0.44531428629159925,0.0,2.001565975361857,0.0,1000.0,0.0,0.0,4.632708475489904,0.0,0.6802986849998606,0.0,0.638978618377705,0.0,0.638978618377705,0.0,101.85636059991245,0.0,4678.774641838582,0.0,101.85637980494006,0.0,49.52156145819302,0.0,4.632708475489904,1.0744412667972993,0.6802986849998606,0.638978618377705,5.907670028686524,271.36892922663776
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,7.433899062572044,0.8689259781837463,0.44731793040037154,0.0,1.9439093112945556,0.0,1000.0,0.0,0.0,4.698133395138466,0.0,0.7126507333346775,0.0,0.6194226517307877,0.0,0.6194226517307877,0.0,98.7578604561942,0.0,4952.291013795043,0.0,98.7579339163644,0.0,60.89540890284947,0.0,4.698133395138466,1.0693957208808587,0.7126507333346775,0.6194226517307877,6.913055374145507,346.66037096565293
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,7.433899062572044,0.8685789768695831,0.44849515014886854,0.0,2.159027929816927,0.0,1000.0,0.0,0.0,4.752481036302243,0.0,0.7479948635612216,0.0,0.6044861016451301,0.0,0.6044861016451301,0.0,96.48695291791644,0.0,4911.482921085191,0.0,96.48696708679199,0.0,53.26530810764858,0.0,4.752481036302243,1.0725482964671451,0.7479948635612216,0.6044861016451301,5.403270156860351,275.0430435807707
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,7.433899062572044,0.8688397779464722,0.44845170885324476,0.0,2.1055227603231157,0.0,1000.0,0.0,0.0,4.777229958625964,0.0,0.6675205134919712,0.0,0.6244762422008596,0.0,0.6244762422008596,0.0,99.75288609095982,0.0,4710.5181940889215,0.0,99.75283432006836,0.0,29.907181331089564,0.0,4.777229958625964,1.069698748049797,0.6675205134919712,0.6244762422008596,2.7930793609619142,131.8945094344898
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,7.433899062572044,0.8686049773693084,0.4496723716855049,0.0,2.0223750290663345,0.0,1000.0,0.0,0.0,4.813913330240816,0.0,0.6667047104109889,0.0,0.620668111220054,0.0,0.620668111220054,0.0,99.0671151202658,0.0,4751.651168310293,0.0,99.06717084801716,0.0,38.562680949335515,0.0,4.813913330240816,1.070207993873387,0.6667047104109889,0.620668111220054,4.557089859008789,218.57595374227347
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,7.433899062572044,0.8679385778903961,0.452566180229187,0.0,2.529935142268305,0.0,1000.0,0.0,0.0,4.856198835029934,0.0,0.7393337980560635,0.0,0.600849135685951,0.0,0.600849135685951,0.0,95.75712684963061,0.0,4619.629624782113,0.0,95.75701705269192,0.0,68.1166003683339,0.0,4.856198835029934,1.0704863334347297,0.7393337980560635,0.600849135685951,4.404822784423828,212.50296273997716
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,7.433899062572044,0.8677591782808304,0.4534213532209396,0.0,2.0554707696040473,0.0,1000.0,0.0,0.0,4.910282554998312,0.0,0.696666074792544,0.0,0.6180263964796192,0.0,0.6180263964796192,0.0,98.71403884887695,0.0,4999.894070903702,0.0,98.7140500386556,0.0,55.82095184326172,0.0,4.910282554998312,1.0489455520469955,0.696666074792544,0.6180263964796192,5.922843002319336,299.99364425422215
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,7.433899062572044,0.8672751785516739,0.456023316860199,0.0,2.172080373322522,0.0,1000.0,0.0,0.0,4.953890645764593,0.0,0.6714617609977722,0.0,0.6162835651138617,0.0,0.6162835651138617,0.0,98.18410265887225,0.0,4876.502855062045,0.0,98.1840987028899,0.0,61.54268081099899,0.0,4.953890645764593,1.0433052375602547,0.6714617609977722,0.6162835651138617,5.301941329956055,263.33115417335046
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,7.433899062572044,0.8671765780448913,0.45662349653244017,0.0,2.0218938695532933,0.0,1000.0,0.0,0.0,5.012846372607521,0.0,0.7043704220226833,0.0,0.6114477083901672,0.0,0.6114477083901672,0.0,97.56462669372559,0.0,5137.648693790616,0.0,97.56466865539551,0.0,47.5734474999564,0.0,5.012846372607521,1.0134743408141307,0.7043704220226833,0.6114477083901672,5.463621444702149,287.70832685227447
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.433899062572044,0.8666485781669617,0.4592308963537216,0.0,2.238912785053253,0.0,1000.0,0.0,0.0,5.066271951351518,0.0,0.6861424624919892,0.0,0.6087684316021905,0.0,0.6087684316021905,0.0,97.13363571166992,0.0,4722.27898857599,0.0,97.13359222412109,0.0,65.09632657368978,0.0,5.066271951351518,1.003190184709121,0.6861424624919892,0.6087684316021905,5.828015533447266,283.3367393145594
