algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,56,2.492706866591045,0.9211956431468328,0.276019868204991,0.0,0.06706927056339654,0.0,1000.0,0.0,0.0,0.2334105126370206,0.0,4.913822174072266,0.0,2.4927068665910452,0.0,2.696039394898848,0.0,5.636363636363637,0.0,2.4927068665910452,4.440892098500626e-16,0.38000000000000006,0.8089357621884766,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,57,2.5314939621660946,0.9212986427545548,0.27576319212714834,0.0,0.06749950661449819,0.0,1000.0,0.0,0.0,0.19585249628018417,0.0,2.8309319019317627,0.0,2.531493962166095,0.0,2.0398224543880774,0.0,8.108108108108109,0.0,2.531493962166095,4.440892098500626e-16,0.385,0.803910264692698,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,58,2.570923612090422,0.9214053102334341,0.2758187640706698,0.0,0.06698264240879905,0.0,1000.0,0.0,0.0,0.20859059811003788,0.0,2.9840910055420617,0.0,2.570923612090422,0.0,2.216136162931269,0.0,11.090909090909092,0.0,2.570923612090422,0.0,0.39000000000000007,0.7970739789519083,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,59,2.611000590855471,0.9216299774249395,0.27528000657757123,0.0,0.06280380474596188,0.0,1000.0,0.0,0.0,0.20762663224724237,0.0,3.953664154841982,0.0,2.6110005908554714,0.0,2.2580485097293197,0.0,5.517241379310345,0.0,2.6110005908554714,4.440892098500626e-16,0.395,0.7938237277412595,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,60,2.651729737688761,0.9218289774656295,0.27510781332850454,0.0,0.07178541738539934,0.0,1000.0,0.0,0.0,0.18816749734879382,0.0,3.6059941202402115,0.0,2.6517297376887607,0.0,2.043437212705612,0.0,11.1875,0.0,2.6517297376887607,4.440892098500626e-16,0.4,0.7905070709643335,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,61,2.693115957896,0.9217106437683106,0.27560652866959573,0.0,0.06862613668336588,0.0,1000.0,0.0,0.0,0.20253579223691998,0.0,3.550286615596098,0.0,2.693115957896001,0.0,2.131962734110215,0.0,9.764705882352942,0.0,2.693115957896001,8.881784197001252e-16,0.4050000000000001,0.78663504476492,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,62,2.735164224240458,0.921859644651413,0.27540681764483455,0.0,0.0622791798474888,0.0,1000.0,0.0,0.0,0.2040891160400169,0.0,5.568322718143463,0.0,2.7351642242404575,0.0,2.742175747950872,0.0,7.416666666666667,0.0,2.7351642242404575,4.440892098500626e-16,0.41,0.7847851274624182,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,63,2.777879578360885,0.9221026422580083,0.27486377497514086,0.0,0.06651175070193506,0.0,1000.0,0.0,0.0,0.18504955499384754,0.0,3.3291115453166347,0.0,2.777879578360885,0.0,2.1671279015079623,0.0,8.064516129032258,0.0,2.777879578360885,0.0,0.41500000000000004,0.7815190350363341,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,64,2.821267132229299,0.922164310614268,0.27504385242859525,0.0,0.06578707682990259,0.0,1000.0,0.0,0.0,0.1879620279360257,0.0,3.7401516591348956,0.0,2.821267132229299,0.0,2.213517189025879,0.0,10.387096774193548,0.0,2.821267132229299,0.0,0.42000000000000004,0.7784597369358631,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,65,2.8653320696500177,0.9222206417719523,0.2746659456193447,0.0,0.062203090327481426,0.0,1000.0,0.0,0.0,0.1741367575778023,0.0,2.7620963984065585,0.0,2.8653320696500177,0.0,1.867203374703725,0.0,9.0,0.0,2.8653320696500177,0.0,0.42500000000000004,0.7739635586927048,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,66,2.9100796478013833,0.9225743091106415,0.2742258862654368,0.0,0.06776602953099288,0.0,1000.0,0.0,0.0,0.1698367865050072,0.0,3.571031790513259,0.0,2.910079647801383,0.0,1.9693824006960943,0.0,9.384615384615385,0.0,2.910079647801383,4.440892098500626e-16,0.4300000000000001,0.7718242189303848,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,67,2.9555151988216606,0.9226496430238088,0.2744609786570072,0.0,0.06166197339955129,0.0,1000.0,0.0,0.0,0.17368531946828447,0.0,2.7791986151745447,0.0,2.955515198821661,0.0,1.9833756716627824,0.0,10.736842105263158,0.0,2.955515198821661,4.440892098500626e-16,0.435,0.766797462228172,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,68,3.001644131440674,0.9227023090918859,0.2745744945605596,0.0,0.06523611829165489,0.0,1000.0,0.0,0.0,0.1773715660780738,0.0,3.495891248987567,0.0,3.001644131440674,0.0,2.0058245505056074,0.0,10.64516129032258,0.0,3.001644131440674,0.0,0.44000000000000006,0.7638858629909585,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,69,3.0484719326587983,0.9227246445417404,0.2747136105597019,0.0,0.06456778930692837,0.0,1000.0,0.0,0.0,0.16120725614367426,0.0,3.1531511504074623,0.0,3.0484719326587983,0.0,1.7610715463243682,0.0,6.9655172413793105,0.0,3.0484719326587983,0.0,0.44500000000000006,0.7613709553596538,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,70,3.096004169474984,0.9229023108879725,0.27462739671270053,0.0,0.06389261526055634,0.0,1000.0,0.0,0.0,0.17239797995764355,0.0,3.2156535387039185,0.0,3.096004169474984,0.0,1.8875375464558601,0.0,10.75,0.0,3.096004169474984,0.0,0.45,0.7579885934341617,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,71,3.144246490665582,0.9230406427383423,0.2747027178108692,0.0,0.06483469655116399,0.0,1000.0,0.0,0.0,0.16708900983747751,0.0,3.673523699795758,0.0,3.1442464906655814,0.0,2.022719383239746,0.0,8.518518518518519,0.0,3.1442464906655814,4.440892098500626e-16,0.45500000000000007,0.7557350088299377,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,72,3.188515586778738,0.9233296426137289,0.27409832055370015,0.0,0.05633511766791344,0.0,1000.0,0.0,0.0,0.1584863672101069,0.0,3.4869169195493064,0.0,3.188515586778738,0.0,1.9502213348944981,0.0,6.583333333333333,0.0,3.188515586778738,0.0,0.45999999999999996,0.7539281187142196,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,73,3.223487767966668,0.9234773101409276,0.27420067896445594,0.0,0.06106449911991755,0.0,1000.0,0.0,0.0,0.15552289109072415,0.0,3.2454853375752766,0.0,3.2234877679666676,0.0,1.7121278325716653,0.0,11.333333333333334,0.0,3.2234877679666676,4.440892098500626e-16,0.4650000000000001,0.7510957939481999,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,74,3.2589350729438307,0.9235576419035594,0.2740090869367123,0.0,0.05926574620285204,0.0,1000.0,0.0,0.0,0.15441568567893765,0.0,2.871423363685608,0.0,3.2589350729438307,0.0,1.7153558603354864,0.0,8.928571428571429,0.0,3.2589350729438307,0.0,0.47000000000000003,0.7483532800070717,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,75,3.2948602480264695,0.9235946420828501,0.27399810805916786,0.0,0.05952108665196984,0.0,1000.0,0.0,0.0,0.15527555233871446,0.0,3.231946026837384,0.0,3.2948602480264695,0.0,1.8010634183883667,0.0,8.962962962962964,0.0,3.2948602480264695,0.0,0.47500000000000003,0.7459560775523272,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,76,3.3312660666631566,0.923779977162679,0.2743272113800049,0.0,0.05765412034732955,0.0,1000.0,0.0,0.0,0.15382521677639197,0.0,2.8243501697267805,0.0,3.331266066663157,0.0,1.7686132090432303,0.0,11.371428571428572,0.0,3.331266066663157,4.440892098500626e-16,0.4800000000000001,0.7420083912053799,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,77,3.3681553298324807,0.9237326443195343,0.2744337852795919,0.0,0.0601547056188186,0.0,1000.0,0.0,0.0,0.1491178528766638,0.0,2.8617945035298664,0.0,3.36815532983248,0.0,1.720287835597992,0.0,9.4,0.0,3.36815532983248,8.881784197001252e-16,0.485,0.7391167503572822,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,78,3.4055308664483106,0.9238379768530528,0.2746776422858238,0.0,0.05860762391239405,0.0,1000.0,0.0,0.0,0.14345958561991135,0.0,2.7494882345199585,0.0,3.40553086644831,0.0,1.6132527627050877,0.0,11.1875,0.0,3.40553086644831,4.440892098500626e-16,0.49000000000000005,0.7358023406760393,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,79,3.4433955337728066,0.9240746430555979,0.27449354325731595,0.0,0.056796493381261824,0.0,1000.0,0.0,0.0,0.1445181600356548,0.0,2.94539426167806,0.0,3.443395533772807,0.0,1.6610945304234823,0.0,9.933333333333334,0.0,3.443395533772807,4.440892098500626e-16,0.49500000000000005,0.7328792891728836,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,80,3.481752217837356,0.9241489754120509,0.2745502462486426,0.0,0.055864675369645865,0.0,1000.0,0.0,0.0,0.13937707563756543,0.0,2.918650371687753,0.0,3.4817522178373563,0.0,1.5464885532855988,0.0,9.928571428571429,0.0,3.4817522178373563,4.440892098500626e-16,0.5,0.7302763201664128,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,81,3.5206038338716144,0.9243473108609518,0.27446152726809186,0.0,0.05570659219570782,0.0,1000.0,0.0,0.0,0.14083782020984312,0.0,3.0974591607632846,0.0,3.5206038338716144,0.0,1.6731581169625986,0.0,7.739130434782608,0.0,3.5206038338716144,0.0,0.505,0.7284907092434776,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,82,3.5599533267408443,0.9244496436913808,0.27410780439774196,0.0,0.05599531076020665,0.0,1000.0,0.0,0.0,0.1307926322872118,0.0,4.06975011030833,0.0,3.5599533267408456,0.0,1.7223916318681505,0.0,6.666666666666667,0.0,3.5599533267408456,1.3322676295501878e-15,0.5100000000000001,0.7275998445714524,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,83,3.599803671391734,0.9246309755245844,0.27405716304977734,0.0,0.05617542701462905,0.0,1000.0,0.0,0.0,0.13852216368318274,0.0,3.3246785561243692,0.0,3.5998036713917334,0.0,1.6753639976183574,0.0,12.133333333333333,0.0,3.5998036713917334,4.440892098500626e-16,0.515,0.7249176863114158,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,84,3.640157873306894,0.924724642833074,0.27422255342205365,0.0,0.053386678253965716,0.0,1000.0,0.0,0.0,0.1273062568454804,0.0,2.3644890827792033,0.0,3.640157873306895,0.0,1.411504830632891,0.0,8.142857142857142,0.0,3.640157873306895,8.881784197001252e-16,0.52,0.7222936849461834,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,85,3.681018968968243,0.9248579760392507,0.27428127263983093,0.0,0.05292040655123336,0.0,1000.0,0.0,0.0,0.13600551147481732,0.0,3.063229337334633,0.0,3.6810189689682433,0.0,1.626027456351689,0.0,10.714285714285714,0.0,3.6810189689682433,4.440892098500626e-16,0.525,0.7197000952954645,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,86,3.7223900263294696,0.9248353089888891,0.27444088995456695,0.0,0.05547316774725914,0.0,1000.0,0.0,0.0,0.12841272770448367,0.0,3.038803596496582,0.0,3.7223900263294705,0.0,1.5525701332092285,0.0,9.12,0.0,3.7223900263294705,8.881784197001252e-16,0.53,0.7178182478434956,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,87,3.764274145297804,0.9248586426178614,0.27503102908531823,0.0,0.056902873544738844,0.0,1000.0,0.0,0.0,0.14660112549825494,0.0,3.65390695975377,0.0,3.7642741452978035,0.0,1.9093868136405945,0.0,9.0,0.0,3.7642741452978035,4.440892098500626e-16,0.535,0.7156277795730952,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,88,3.806674458225298,0.9249046434958775,0.2750215170284112,0.0,0.05296428794307368,0.0,1000.0,0.0,0.0,0.129466037466983,0.0,2.8481770285538266,0.0,3.806674458225298,0.0,1.5554620964186532,0.0,10.285714285714286,0.0,3.806674458225298,0.0,0.54,0.7132308256937518,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,89,3.8495941304098484,0.9251059776544571,0.2749170185128848,0.0,0.05053824338096159,0.0,1000.0,0.0,0.0,0.12720974946882202,0.0,2.8404755459891424,0.0,3.849594130409849,0.0,1.5816889515629522,0.0,10.666666666666666,0.0,3.849594130409849,4.440892098500626e-16,0.545,0.7110916068044572,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,90,3.893036360606191,0.9252153096596399,0.2750009402136008,0.0,0.05100708852211634,0.0,1000.0,0.0,0.0,0.12266503742055053,0.0,2.717077374458313,0.0,3.8930363606061915,0.0,1.4224665959676106,0.0,11.666666666666666,0.0,3.8930363606061915,4.440892098500626e-16,0.55,0.708440573217435,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,91,3.937004381547084,0.9252406432231267,0.27510821814338365,0.0,0.05198685968151459,0.0,1000.0,0.0,0.0,0.11942995297751434,0.0,3.1563587188720703,0.0,3.9370043815470837,0.0,1.468989569407243,0.0,10.692307692307692,0.0,3.9370043815470837,4.440892098500626e-16,0.555,0.7065209443492843,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,92,3.981501460474956,0.9253539764881134,0.27525168026487035,0.0,0.04713570512831211,0.0,1000.0,0.0,0.0,0.11484782419079112,0.0,2.5198116078972816,0.0,3.9815014604749557,0.0,1.368139073252678,0.0,13.0,0.0,3.9815014604749557,4.440892098500626e-16,0.56,0.703545842449196,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,93,4.026530899684223,0.9254286420345307,0.27542526021599767,0.0,0.05031420687033284,0.0,1000.0,0.0,0.0,0.11804015398089057,0.0,2.7640405124233616,0.0,4.026530899684224,0.0,1.444671630859375,0.0,12.774193548387096,0.0,4.026530899684224,8.881784197001252e-16,0.5650000000000001,0.7007805355997062,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,94,4.072096037074571,0.9255646431446075,0.2754534023006757,0.0,0.05212592426687479,0.0,1000.0,0.0,0.0,0.11347591260856295,0.0,2.6415587762991586,0.0,4.072096037074572,0.0,1.4208669712146123,0.0,8.666666666666666,0.0,4.072096037074572,8.881784197001252e-16,0.5700000000000001,0.69909167428766,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,95,4.118200246715421,0.925546643336614,0.2757447571059068,0.0,0.04915402736514807,0.0,1000.0,0.0,0.0,0.1077394664771901,0.0,2.08733884162373,0.0,4.118200246715421,0.0,1.2289963248703215,0.0,14.555555555555555,0.0,4.118200246715421,0.0,0.5750000000000001,0.6951790438095496,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,96,4.16484693942189,0.9257096425692241,0.27578213045994443,0.0,0.04904568021496137,0.0,1000.0,0.0,0.0,0.1066164525989838,0.0,2.0706760327021283,0.0,4.164846939421891,0.0,1.2301682849725089,0.0,11.333333333333334,0.0,4.164846939421891,8.881784197001252e-16,0.5800000000000001,0.6920298759352822,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,97,4.212039563342481,0.9255739774306615,0.2764822373787562,0.0,0.04772205311147606,0.0,1000.0,0.0,0.0,0.11802028343551123,0.0,2.8686390484080597,0.0,4.21203956334248,0.0,1.5180924061466665,0.0,13.529411764705882,0.0,4.21203956334248,8.881784197001252e-16,0.5850000000000001,0.6887844882217042,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,98,4.259781604558807,0.9257049777110418,0.2765482804179192,0.0,0.04845161274785087,0.0,1000.0,0.0,0.0,0.10822419811650497,0.0,3.295472746803647,0.0,4.259781604558807,0.0,1.4462718566258748,0.0,9.047619047619047,0.0,4.259781604558807,0.0,0.5900000000000001,0.6876459222432366,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,99,4.308076587697643,0.9257633101940155,0.27679024264216423,0.0,0.045218641973204084,0.0,1000.0,0.0,0.0,0.10985213932914831,0.0,2.4851373919734248,0.0,4.308076587697642,0.0,1.336113660423844,0.0,10.444444444444445,0.0,4.308076587697642,8.881784197001252e-16,0.5950000000000001,0.6854986324039004,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,100,4.356928076555574,0.9259453115860621,0.2766123407582442,0.0,0.046239694207906724,0.0,1000.0,0.0,0.0,0.10030164396612515,0.0,2.0095090018212796,0.0,4.356928076555575,0.0,1.234634861946106,0.0,7.44,0.0,4.356928076555575,8.881784197001252e-16,0.6000000000000001,0.6834259558028319,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,101,4.398370013535297,0.9260709782441457,0.2766053069134553,0.0,0.04450306544701258,0.0,1000.0,0.0,0.0,0.09785571294473626,0.0,2.265586181923195,0.0,4.398370013535298,0.0,1.124334090285831,0.0,10.37037037037037,0.0,4.398370013535298,8.881784197001252e-16,0.6050000000000001,0.6813125142921035,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,102,4.438242672491247,0.9260396442810694,0.27710817486047745,0.0,0.043671938901146255,0.0,1000.0,0.0,0.0,0.10204681150390021,0.0,1.905660890870624,0.0,4.438242672491248,0.0,1.2341654515928693,0.0,13.444444444444445,0.0,4.438242672491248,8.881784197001252e-16,0.6100000000000001,0.677314965867203,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,103,4.478545290100594,0.9261186442772548,0.27714466949303945,0.0,0.042404984831809996,0.0,1000.0,0.0,0.0,0.0954934647847674,0.0,2.2853073978424074,0.0,4.478545290100594,0.0,1.2120887398719788,0.0,9.76,0.0,4.478545290100594,0.0,0.6150000000000001,0.6755744791403832,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,104,4.51928012199244,0.9262503095467886,0.2773757181564967,0.0,0.044407475097426055,0.0,1000.0,0.0,0.0,0.10118821427942702,0.0,2.42661059313807,0.0,4.51928012199244,0.0,1.2822058200836182,0.0,12.758620689655173,0.0,4.51928012199244,0.0,0.6200000000000001,0.673120467161693,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,105,4.560449443141702,0.9263533099492391,0.2773976198832194,0.0,0.04644830808753059,0.0,1000.0,0.0,0.0,0.10208857971109701,0.0,2.754763716743106,0.0,4.560449443141701,0.0,1.3227343559265137,0.0,8.380952380952381,0.0,4.560449443141701,8.881784197001252e-16,0.625,0.671778057627541,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,106,4.602055548107103,0.9263376426696778,0.277878603686889,0.0,0.04352904291402909,0.0,1000.0,0.0,0.0,0.09224356042336619,0.0,1.8931470647934945,0.0,4.602055548107103,0.0,1.1007832519469722,0.0,11.741935483870968,0.0,4.602055548107103,0.0,0.6300000000000001,0.6689394848331338,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,107,4.644100751272821,0.9264593108495076,0.278208565612634,0.0,0.043028175458312036,0.0,1000.0,0.0,0.0,0.09178960194020909,0.0,1.9644536189734936,0.0,4.644100751272822,0.0,1.0634170075257618,0.0,12.533333333333333,0.0,4.644100751272822,8.881784197001252e-16,0.6350000000000001,0.6663497600027862,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,108,4.686587387093883,0.9264129767815272,0.27858048513531686,0.0,0.045288109135898674,0.0,1000.0,0.0,0.0,0.11961836721115203,0.0,4.430816012011333,0.0,4.686587387093883,0.0,1.916739816015417,0.0,8.909090909090908,0.0,4.686587387093883,0.0,0.6400000000000001,0.6649707849561626,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,109,4.729517810345345,0.926333310008049,0.27918892656763394,0.0,0.04315722335216611,0.0,1000.0,0.0,0.0,0.09391097099332811,0.0,1.7772071721941927,0.0,4.729517810345345,0.0,1.1505021189534388,0.0,16.74418604651163,0.0,4.729517810345345,0.0,0.645,0.6593552129996287,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,110,4.772894396375354,0.9264933085441589,0.27929443220297495,0.0,0.040947478583880835,0.0,1000.0,0.0,0.0,0.09352851837094485,0.0,1.961073156765529,0.0,4.772894396375355,0.0,1.1234695672988892,0.0,14.514285714285714,0.0,4.772894396375355,8.881784197001252e-16,0.65,0.6557942253702276,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,111,4.816719541362125,0.9265099769830704,0.2795822063585122,0.0,0.04416508198930667,0.0,1000.0,0.0,0.0,0.09004670049551255,0.0,2.3514060378074646,0.0,4.816719541362125,0.0,1.2386296735360072,0.0,10.923076923076923,0.0,4.816719541362125,0.0,0.6550000000000001,0.6539666901744803,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,112,4.860995662574941,0.9265513110160828,0.2797466667493184,0.0,0.047373916022479534,0.0,1000.0,0.0,0.0,0.08819462263622846,0.0,2.770223283985009,0.0,4.8609956625749415,0.0,1.2363148480653763,0.0,11.416666666666666,0.0,4.8609956625749415,8.881784197001252e-16,0.6600000000000001,0.6526028472070035,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,113,4.9057251986392165,0.9265613096952439,0.28020722299814227,0.0,0.04184617832876169,0.0,1000.0,0.0,0.0,0.0862182429222748,0.0,2.030971050262451,0.0,4.905725198639217,0.0,1.0945872756151052,0.0,18.05128205128205,0.0,4.905725198639217,8.881784197001252e-16,0.665,0.6486590322580079,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,114,4.950910609805723,0.9267003097136816,0.28031979377071065,0.0,0.04250442892037056,0.0,1000.0,0.0,0.0,0.08366338361170077,0.0,2.1589222528316356,0.0,4.950910609805724,0.0,1.0808460557902302,0.0,12.592592592592593,0.0,4.950910609805724,8.881784197001252e-16,0.67,0.6466138415801539,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,115,4.996554378224025,0.9267766451835633,0.28056879465778667,0.0,0.03815010220052734,0.0,1000.0,0.0,0.0,0.0813154154407094,0.0,1.8874550480996408,0.0,4.996554378224025,0.0,1.0579940638234537,0.0,12.64516129032258,0.0,4.996554378224025,0.0,0.675,0.643870292672484,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,116,5.042659008220225,0.9268259769678115,0.28075995832681655,0.0,0.04052697297404794,0.0,1000.0,0.0,0.0,0.08303798529265709,0.0,1.8936938346527956,0.0,5.042659008220226,0.0,1.016587257385254,0.0,15.529411764705882,0.0,5.042659008220226,8.881784197001252e-16,0.6800000000000002,0.640789061351174,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,117,5.089227026579077,0.9269173109531402,0.2811069603761037,0.0,0.040051666674790556,0.0,1000.0,0.0,0.0,0.07999238048997863,0.0,1.8694212084843054,0.0,5.089227026579076,0.0,1.060783072754189,0.0,11.185185185185185,0.0,5.089227026579076,8.881784197001252e-16,0.685,0.6388732319384888,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,118,5.136260982830563,0.9268829749027888,0.2815369752049446,0.0,0.038860903097650945,0.0,1000.0,0.0,0.0,0.07864232206989479,0.0,1.915396552819472,0.0,5.136260982830563,0.0,1.0138073853957348,0.0,19.128205128205128,0.0,5.136260982830563,0.0,0.6900000000000001,0.6350197288456574,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,119,5.183763449540996,0.9269006445010504,0.2818864898880323,0.0,0.036382896277834385,0.0,1000.0,0.0,0.0,0.07960602818016771,0.0,1.6689222244655384,0.0,5.183763449540996,0.0,0.9786909801118514,0.0,13.058823529411764,0.0,5.183763449540996,0.0,0.6950000000000001,0.6315937317404163,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,120,5.231737022608748,0.9270763105154037,0.28207386831442516,0.0,0.039881223688522975,0.0,1000.0,0.0,0.0,0.07847175504648932,0.0,1.9992013057072957,0.0,5.2317370226087485,0.0,1.051397579908371,0.0,13.933333333333334,0.0,5.2317370226087485,8.881784197001252e-16,0.7000000000000001,0.6292719716103955,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,121,5.280184321564666,0.9270826445023219,0.28222547615567845,0.0,0.039850568842320216,0.0,1000.0,0.0,0.0,0.0757676065265817,0.0,2.7998506280460527,0.0,5.280184321564666,0.0,1.1492679942221868,0.0,11.047619047619047,0.0,5.280184321564666,0.0,0.7050000000000001,0.6282644249502404,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,122,5.329107989877287,0.9271496415138245,0.28272295181949936,0.0,0.03729265728206546,0.0,1000.0,0.0,0.0,0.08175110818548277,0.0,2.4854810193732932,0.0,5.329107989877287,0.0,1.2339850818669353,0.0,11.407407407407407,0.0,5.329107989877287,0.0,0.7100000000000001,0.6262412720534686,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,123,5.378510695262913,0.9272116436560949,0.28306746944785116,0.0,0.03813017252832651,0.0,1000.0,0.0,0.0,0.07312838128331554,0.0,2.3212033907572427,0.0,5.3785106952629125,0.0,1.0626097346345584,0.0,10.916666666666666,0.0,5.3785106952629125,8.881784197001252e-16,0.7150000000000001,0.6247709903047742,0.0
trust-aware,scale,mnist,42,300,0,1.1,2.0,0.1,iid,1.0,99999,124,5.428395130000648,0.9272503109773,0.2830351293583711,0.0,0.036639505835331,0.0,1000.0,0.0,0.0,0.0733107105918249,0.0,1.9472680869309797,0.0,5.428395130000646,0.0,0.9993480081143586,0.0,10.0,0.0,5.428395130000646,1.7763568394002505e-15,0.7200000000000001,0.6232148693851242,0.0
