algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,1.1263724297887678,0.7981245791912079,0.9872219935655594,0.0,9.018789603159977,0.0,1000.0,0.0,0.0,0.6626507273087134,0.0,334.2002962552584,0.0,2.0944726195887076,0.0,8087.590273508429,0.0,2.0944726195887076,0.0,334.2002962552584,0.0,0.6521541881579495,0.0,865.8733356182391,0.0,0.6521541881579495,0.19402516325543168,0.6626507273087134,2.0944726195887076,17.378415405273437,420.5546942224384
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,1.2102971051370257,0.7972225790023804,0.98996484041214,0.0,8.82074628829956,0.0,1000.0,0.0,0.0,0.6844780814647674,0.0,325.4780462646484,0.0,2.039787777444046,0.0,8451.27694043057,0.0,2.039787777444046,0.0,325.4780462646484,0.0,0.6594972100754435,0.0,777.8583618164063,0.0,0.6594972100754435,0.19441298249848019,0.6844780814647674,2.039787777444046,16.273902313232423,422.56384702152866
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,1.2420420208503735,0.7953239798545837,1.0005727465748786,0.0,8.37832628447434,0.0,1000.0,0.0,0.0,0.6536646526435326,0.0,329.99407064503635,0.0,2.066794037458586,0.0,8484.13707076292,0.0,2.066794037458586,0.0,329.99407064503635,0.0,0.6721081252209629,0.0,866.4129154599946,0.0,0.6721081252209629,0.1933018447042365,0.6536646526435326,2.066794037458586,19.13965609741211,492.0799501042493
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,1.245163481334691,0.7930007798075676,1.0490378803014755,0.0,9.609429156079011,0.0,1000.0,0.0,0.0,0.6417460634427912,0.0,328.8677552167107,0.0,2.0643435726220063,0.0,8603.52357138618,0.0,2.0643435726220063,0.0,328.8677552167107,0.0,0.683561581458036,0.0,1382.0358258415672,0.0,0.683561581458036,0.1934349723314621,0.6417460634427912,2.0643435726220063,22.36300735473633,585.0396028542602
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,1.2532291058995568,0.7957059798836708,1.016052227497101,0.0,7.6246985008842065,0.0,1000.0,0.0,0.0,0.6562605311996058,0.0,321.895164088199,0.0,2.0219626818294336,0.0,8908.049821623566,0.0,2.0219626818294336,0.0,321.895164088199,0.0,0.6918393254323307,0.0,380.23305832712276,0.0,0.6918393254323307,0.19251816777717612,0.6562605311996058,2.0219626818294336,12.232016235351562,338.50589322169554
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,1.2532291058995568,0.7969861793518066,1.0362941033244133,0.0,10.827309862772625,0.0,1000.0,0.0,0.0,0.6410352349281311,0.0,323.65126953125,0.0,2.024525792115106,0.0,7877.952411994434,0.0,2.024525792115106,0.0,323.65126953125,0.0,0.6954805879949773,0.0,753.2868082682292,0.0,0.6954805879949773,0.19277328069085062,0.6410352349281311,2.024525792115106,9.7095380859375,236.33857235983305
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,1.2532291058995568,0.796053780734539,1.0412650222778321,0.0,8.852559945800088,0.0,1000.0,0.0,0.0,0.630805256691846,0.0,322.64470741965556,0.0,2.0194699522245285,0.0,8053.8585939380255,0.0,2.0194699522245285,0.0,322.64470741965556,0.0,0.699301599962061,0.0,713.0618313876065,0.0,0.699301599962061,0.19411263695069936,0.630805256691846,2.0194699522245285,14.196367126464844,354.36977813327314
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,1.2671804371661963,0.7936869807839394,1.0579476195573807,0.0,9.721054744720458,0.0,1000.0,0.0,0.0,0.6510266971588134,0.0,313.706337890625,0.0,1.9698473951631648,0.0,8893.945065372773,0.0,1.9698473951631648,0.0,313.706337890625,0.0,0.7098240936677482,0.0,996.3299658203125,0.0,0.7098240936677482,0.19418610318698487,0.6510266971588134,1.9698473951631648,15.68531689453125,444.69725326863863
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,1.2671804371661963,0.7902291805148125,1.1027875324487686,0.0,10.003213368356228,0.0,1000.0,0.0,0.0,0.6207437664270401,0.0,317.8609323501587,0.0,1.9940279357902844,0.0,8683.768356786619,0.0,1.9940279357902844,0.0,317.8609323501587,0.0,0.7209140784437322,0.0,1363.1872005462646,0.0,0.7209140784437322,0.19497188978650243,0.6207437664270401,1.9940279357902844,20.343099670410155,555.7611748343436
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,1.2882710310917558,0.7897995808720588,1.111778318166733,0.0,10.05384170015653,0.0,1000.0,0.0,0.0,0.6823434482018153,0.0,301.05141766866046,0.0,1.8860168302211295,0.0,8985.745106956829,0.0,1.8860168302211295,0.0,301.05141766866046,0.0,0.73164183672629,0.0,1133.4151026407878,0.0,0.73164183672629,0.19538273112127244,0.6823434482018153,1.8860168302211295,14.450468048095702,431.3157651339278
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,1.2882710310917558,0.7891317807435989,1.1303759383559226,0.0,9.184074328495907,0.0,1000.0,0.0,0.0,0.5665626130425013,0.0,323.62117943396936,0.0,2.0313236311416043,0.0,7053.379985313456,0.0,2.0313236311416043,0.0,323.62117943396936,0.0,0.735883526972799,0.0,926.1000178410457,0.0,0.735883526972799,0.1959373925186832,0.5665626130425013,2.0313236311416043,16.828301330566408,366.7757592362998
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,1.3208785884085743,0.7898999813199044,1.1515752485990525,0.0,10.468693392617363,0.0,1000.0,0.0,0.0,0.6726231021540505,0.0,297.5028243291946,0.0,1.8623088333333375,0.0,7277.288319329487,0.0,1.8623088333333375,0.0,297.5028243291946,0.0,0.7454529323221488,0.0,999.5402381533668,0.0,0.7454529323221488,0.19586462690505832,0.6726231021540505,1.8623088333333375,12.495118621826173,305.64610941183844
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,1.3208785884085743,0.7884877794384957,1.1950857733488083,0.0,11.62664512793223,0.0,1000.0,0.0,0.0,0.6374065540730953,0.0,301.84595616658527,0.0,1.8926957167781566,0.0,7086.596903227673,0.0,1.8926957167781566,0.0,301.84595616658527,0.0,0.7519600396420846,0.0,1534.3927357991536,0.0,0.7519600396420846,0.1974511623761731,0.6374065540730953,1.8926957167781566,14.488605895996093,340.1566513549283
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,1.3208785884085743,0.7897941805124283,1.199473007798195,0.0,10.0122019868148,0.0,1000.0,0.0,0.0,0.6540847812828264,0.0,294.8183192202919,0.0,1.850926880901411,0.0,8154.60639959525,0.0,1.850926880901411,0.0,294.8183192202919,0.0,0.7574817529672442,0.0,705.3261156584088,0.0,0.7574817529672442,0.19961846583342072,0.6540847812828264,1.850926880901411,11.203096130371094,309.8750431846195
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,1.399581821758741,0.7896283798217774,1.2002259958982469,0.0,9.572192365472967,0.0,1000.0,0.0,0.0,0.6551942893049933,0.0,291.55432891845703,0.0,1.830999217394755,0.0,9339.446686321364,0.0,1.830999217394755,0.0,291.55432891845703,0.0,0.7684156483253309,0.0,991.3497189608487,0.0,0.7684156483253309,0.2012203490607027,0.6551942893049933,1.830999217394755,12.82839047241211,410.93565419814
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,1.399581821758741,0.786690580368042,1.249672820687294,0.0,10.355167823178428,0.0,1000.0,0.0,0.0,0.636737234890461,0.0,292.69976915631975,0.0,1.8376603381987449,0.0,7921.330269732402,0.0,1.8376603381987449,0.0,292.69976915631975,0.0,0.7773235829644698,0.0,1284.8666534423828,0.0,0.7773235829644698,0.20330525126136056,0.636737234890461,1.8376603381987449,16.391187072753905,443.5944951050145
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,1.399581821758741,0.785447379887104,1.2712183058857918,0.0,10.325603075027466,0.0,1000.0,0.0,0.0,0.6079156792163849,0.0,296.4794543457031,0.0,1.8578398168892263,0.0,8179.954526877036,0.0,1.8578398168892263,0.0,296.4794543457031,0.0,0.7858469122865106,0.0,1101.1356591796875,0.0,0.7858469122865106,0.2044609322704015,0.6079156792163849,1.8578398168892263,14.823972717285157,408.9977263438518
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,1.5178576935884478,0.7889031789302826,1.2333642355799674,0.0,8.623777302828701,0.0,1000.0,0.0,0.0,0.6647879047827288,0.0,281.7849620472301,0.0,1.764209016638894,0.0,9006.299238268313,0.0,1.764209016638894,0.0,281.7849620472301,0.0,0.7932879958213975,0.0,227.98651192405006,0.0,0.7932879958213975,0.20537095996922067,0.6647879047827288,1.764209016638894,6.199269165039063,198.13858324190286
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,1.5650954022061794,0.7866149806380272,1.2821992230415344,0.0,11.311964464187621,0.0,1000.0,0.0,0.0,0.6665528103709221,0.0,277.93978729248045,0.0,1.74434608615565,0.0,6782.248022221848,0.0,1.74434608615565,0.0,277.93978729248045,0.0,0.804055953256242,0.0,1131.6259674072267,0.0,0.804055953256242,0.2074239603580145,0.6665528103709221,1.74434608615565,11.11759149169922,271.28992088887395
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,1.5650954022061794,0.7836487804055214,1.307944922566414,0.0,9.482031621038914,0.0,1000.0,0.0,0.0,0.6177531089633703,0.0,285.6221604347229,0.0,1.7901915865129245,0.0,7061.255106673677,0.0,1.7901915865129245,0.0,285.6221604347229,0.0,0.8125569195181274,0.0,1320.907211303711,0.0,0.8125569195181274,0.21090271632706575,0.6177531089633703,1.7901915865129245,18.279818267822264,451.92032682711533
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,1.5650954022061794,0.7838403794765473,1.323237390458584,0.0,10.595434047959067,0.0,1000.0,0.0,0.0,0.629013404250145,0.0,280.28502030806106,0.0,1.7579404275751223,0.0,7299.515474330925,0.0,1.7579404275751223,0.0,280.28502030806106,0.0,0.8211874735134227,0.0,1007.7347287264737,0.0,0.8211874735134227,0.21244514829274344,0.629013404250145,1.7579404275751223,12.332540893554688,321.17868087056064
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,1.5650954022061794,0.7839979794025421,1.3623493225574494,0.0,11.05953363750292,0.0,1000.0,0.0,0.0,0.6082362493743068,0.0,281.51138969089675,0.0,1.7668249404273855,0.0,6435.98115274153,0.0,1.7668249404273855,0.0,281.51138969089675,0.0,0.8298740351873195,0.0,1238.3361896017323,0.0,0.8298740351873195,0.21703799896196416,0.6082362493743068,1.7668249404273855,12.94952392578125,296.05513302611047
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,1.5926695502200405,0.7860605815649032,1.3544387399554252,0.0,9.55756676197052,0.0,1000.0,0.0,0.0,0.6380612179636955,0.0,273.10740661621094,0.0,1.7117590881436566,0.0,9458.008061872502,0.0,1.7117590881436566,0.0,273.10740661621094,0.0,0.8375679394239575,0.0,407.3674211502075,0.0,0.8375679394239575,0.21925177394379036,0.6380612179636955,1.7117590881436566,8.73943701171875,302.6562579799201
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,1.8032639874076637,0.7826179804205895,1.414892201423645,0.0,11.78206154704094,0.0,1000.0,0.0,0.0,0.6314511932432652,0.0,271.56470680236816,0.0,1.702951976534737,0.0,5944.6329756865525,0.0,1.702951976534737,0.0,271.56470680236816,0.0,0.8504758225219474,0.0,1439.5303599039714,0.0,0.8504758225219474,0.22546126076187395,0.6314511932432652,1.702951976534737,13.035105926513673,285.3423828329545
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,1.8032639874076637,0.783756980240345,1.3994165871739388,0.0,9.68260309431288,0.0,1000.0,0.0,0.0,0.5961415767669678,0.0,275.6765323215061,0.0,1.729507612651445,0.0,8286.196990696977,0.0,1.729507612651445,0.0,275.6765323215061,0.0,0.8583102234989183,0.0,702.3076850043403,0.0,0.8583102234989183,0.22769439405471975,0.5961415767669678,1.729507612651445,9.92435516357422,298.30309166509113
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,1.8139994707745568,0.7767443798780441,1.5062459781765938,0.0,11.342098210987292,0.0,1000.0,0.0,0.0,0.6301199597747702,0.0,266.39056597257917,0.0,1.6708549855194295,0.0,7220.897011027472,0.0,1.6708549855194295,0.0,266.39056597257917,0.0,0.8821723495031926,0.0,2136.112025210732,0.0,0.8821723495031926,0.23201881841108707,0.6301199597747702,1.6708549855194295,20.245683013916015,548.7881728380879
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,1.8139994707745568,0.7780047798156738,1.4923730823993684,0.0,9.99831307452658,0.0,1000.0,0.0,0.0,0.5936741815960925,0.0,270.8871897821841,0.0,1.6982406263745025,0.0,7196.203252813902,0.0,1.6982406263745025,0.0,270.8871897821841,0.0,0.8898834318073827,0.0,968.8710446565048,0.0,0.8898834318073827,0.23414827410223765,0.5936741815960925,1.6982406263745025,12.46081072998047,331.0253496294394
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,1.8139994707745568,0.776037181198597,1.5160179544091226,0.0,11.046357035636902,0.0,1000.0,0.0,0.0,0.5962138871351877,0.0,267.7953421274821,0.0,1.6783064867599276,0.0,5786.091510954498,0.0,1.6783064867599276,0.0,267.7953421274821,0.0,0.9008594325589345,0.0,1377.053939819336,0.0,0.9008594325589345,0.23870788324805642,0.5962138871351877,1.6783064867599276,12.85417642211914,277.7323925258159
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,1.8139994707745568,0.7764235817193985,1.5458289367556572,0.0,10.072066417107216,0.0,1000.0,0.0,0.0,0.5822942314239649,0.0,267.64776904766376,0.0,1.6780832136206913,0.0,7060.697025290247,0.0,1.6780832136206913,0.0,267.64776904766376,0.0,0.9104557365672896,0.0,1149.0074908916768,0.0,0.9104557365672896,0.24097953622009247,0.5822942314239649,1.6780832136206913,13.917683990478515,367.1562453150929
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,1.8517116675419378,0.7784599819779396,1.5441167070865631,0.0,9.94458179473877,0.0,1000.0,0.0,0.0,0.6507327675819397,0.0,252.196044921875,0.0,1.5811840149589487,0.0,7658.514152227542,0.0,1.5811840149589487,0.0,252.196044921875,0.0,0.9218699386515844,0.0,761.759425354004,0.0,0.9218699386515844,0.2449776812223504,0.6507327675819397,1.5811840149589487,10.087841796875,306.3405660891016
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,1.8517116675419378,0.775509580373764,1.5602631713747979,0.0,9.356459790262683,0.0,1000.0,0.0,0.0,0.5607054258600391,0.0,266.1663360595703,0.0,1.6699027699661968,0.0,6969.9410318368855,0.0,1.6699027699661968,0.0,266.1663360595703,0.0,0.9379730095446441,0.0,1109.0176254798625,0.0,0.9379730095446441,0.2502567200136821,0.5607054258600391,1.6699027699661968,15.437647491455078,404.2565798465393
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,1.8517116675419378,0.7725449818372726,1.6144335597753525,0.0,9.548297555106027,0.0,1000.0,0.0,0.0,0.6086130823407855,0.0,254.8174617222377,0.0,1.598256457231657,0.0,8434.083918794773,0.0,1.598256457231657,0.0,254.8174617222377,0.0,0.9573899191003982,0.0,1502.6983869280134,0.0,0.9573899191003982,0.25545669232562895,0.6086130823407855,1.598256457231657,17.83722232055664,590.3858743156342
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,1.8517116675419378,0.7718689811229705,1.6133319678902627,0.0,9.590884225709098,0.0,1000.0,0.0,0.0,0.5910777928573745,0.0,255.76685660226005,0.0,1.6022955322049184,0.0,7296.795996588769,0.0,1.6022955322049184,0.0,255.76685660226005,0.0,0.9722560793472697,0.0,1051.4603794642858,0.0,0.9722560793472697,0.259166000911591,0.5910777928573745,1.6022955322049184,14.322943969726563,408.62057580897107
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,1.8517116675419378,0.7746833806633949,1.596626836836338,0.0,10.28582865851266,0.0,1000.0,0.0,0.0,0.5603408430303846,0.0,258.9543882097517,0.0,1.6209601805212377,0.0,6785.952736502027,0.0,1.6209601805212377,0.0,258.9543882097517,0.0,0.979751321311386,0.0,683.4358716692243,0.0,0.979751321311386,0.26059515100831193,0.5603408430303846,1.6209601805212377,7.250722869873047,190.00667662205674
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,1.8517116675419378,0.7734239799976349,1.6273731809854508,0.0,10.167711900628131,0.0,1000.0,0.0,0.0,0.5718617231949515,0.0,254.06536798891813,0.0,1.5919886856514385,0.0,6586.843846313082,0.0,1.5919886856514385,0.0,254.06536798891813,0.0,0.9902003151517003,0.0,1013.1036138119905,0.0,0.9902003151517003,0.2650994321199848,0.5718617231949515,1.5919886856514385,11.687006927490234,302.99481693040184
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,1.8519335372809904,0.7712701804041863,1.6874104773402214,0.0,12.460829589677894,0.0,1000.0,0.0,0.0,0.6243792292864426,0.0,241.9874970809273,0.0,1.5181878011817973,0.0,5920.863914171586,0.0,1.5181878011817973,0.0,241.9874970809273,0.0,1.0058206690622928,0.0,1631.3221753991168,0.0,1.0058206690622928,0.27132842070438834,0.6243792292864426,1.5181878011817973,11.131424865722657,272.35974005189297
