algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,10,0.5299138330718883,0.7953913801908493,0.8026057906150817,0.0,5.520165628002536,0.0,1000.0,0.0,0.0,0.8923995590979054,0.0,479.3124232138357,0.0,3.006594969484025,0.0,4909.351522376427,0.0,3.006594969484025,0.0,479.3124232138357,0.0,0.1941184454145104,0.0,514.6297243179813,0.0,0.1941184454145104,0.22207967986722238,0.8923995590979054,3.006594969484025,29.71737023925781,304.37979438733845
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,11,0.5368332829927883,0.799871379673481,0.7729533159732819,0.0,5.765710798899333,0.0,1000.0,0.0,0.0,0.8556683441003163,0.0,490.3434580485026,0.0,3.0753940783660125,0.0,5141.011199949097,0.0,3.0753940783660125,0.0,490.3434580485026,0.0,0.21031335567457154,0.0,514.0794748942058,0.0,0.21031335567457154,0.2268617964088669,0.8556683441003163,3.0753940783660125,29.420607482910157,308.4606719969458
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,12,0.5414981643347686,0.8038787806630134,0.7471004993915558,0.0,5.98699754079183,0.0,1000.0,0.0,0.0,0.8635909656683604,0.0,482.79954427083334,0.0,3.023713191056223,0.0,5747.755416429814,0.0,3.023713191056223,0.0,482.79954427083334,0.0,0.22558132549021176,0.0,640.4422286987304,0.0,0.22558132549021176,0.23038051762271214,0.8635909656683604,3.023713191056223,28.96797265625,344.86532498578885
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,13,0.5414981643347686,0.8089075817465782,0.7235616379976273,0.0,6.0426455427099155,0.0,1000.0,0.0,0.0,0.8426443801985847,0.0,486.4430756745515,0.0,3.048806045093571,0.0,6140.629156211172,0.0,3.048806045093571,0.0,486.4430756745515,0.0,0.23654692655561968,0.0,496.3127057110822,0.0,0.23654692655561968,0.23231442615427678,0.8426443801985847,3.048806045093571,26.26792608642578,331.59397443540337
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,14,0.5414981643347686,0.8151425780653954,0.6948264343738556,0.0,6.005262719260322,0.0,1000.0,0.0,0.0,0.9147237175040774,0.0,451.63525729709204,0.0,2.8304816216124937,0.0,6169.37770484902,0.0,2.8304816216124937,0.0,451.63525729709204,0.0,0.2484113843144715,0.0,293.63579644097223,0.0,0.2484113843144715,0.2336287383308737,0.9147237175040774,2.8304816216124937,16.258869262695313,222.09759737456474
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,15,0.5427708840475287,0.8166259788274765,0.6801107056140899,0.0,6.233419418334961,0.0,1000.0,0.0,0.0,0.832162504610808,0.0,480.63130254330844,0.0,3.0155011423492177,0.0,6499.2207467019,0.0,3.0155011423492177,0.0,480.63130254330844,0.0,0.258286001184771,0.0,420.02597112241,0.0,0.258286001184771,0.23442045145781074,0.832162504610808,3.0155011423492177,22.109039916992188,298.9641543482873
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,16,0.5427708840475287,0.8173501781225204,0.671944625377655,0.0,7.275595426559448,0.0,1000.0,0.0,0.0,0.8049654314915339,0.0,487.1326649983724,0.0,3.055023855463217,0.0,6567.403955787941,0.0,3.055023855463217,0.0,487.1326649983724,0.0,0.2640568578316561,0.0,657.4279670715332,0.0,0.2640568578316561,0.23491901675554117,0.8049654314915339,3.055023855463217,23.382367919921876,315.2353898778212
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,17,0.5427708840475287,0.8215673784017563,0.6465177479982376,0.0,5.504168705506758,0.0,1000.0,0.0,0.0,0.8181834844025698,0.0,476.560717496005,0.0,2.9911710416462496,0.0,7518.056117964952,0.0,2.9911710416462496,0.0,476.560717496005,0.0,0.27498956858936774,0.0,326.43430259011006,0.0,0.27498956858936774,0.23501402477357788,0.8181834844025698,2.9911710416462496,20.96867156982422,330.79446919045796
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,18,0.5427708840475287,0.822450580060482,0.6427066591978073,0.0,6.410230532936428,0.0,1000.0,0.0,0.0,0.8025062006452809,0.0,478.45231562075406,0.0,3.00069269685211,0.0,7819.443040032011,0.0,3.00069269685211,0.0,478.45231562075406,0.0,0.2838658725937648,0.0,486.6442565917969,0.0,0.2838658725937648,0.23482734321461265,0.8025062006452809,3.00069269685211,22.00880651855469,359.6943798414725
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,19,0.5472556198356451,0.8242143795490265,0.6330301133394242,0.0,6.222890669649297,0.0,1000.0,0.0,0.0,0.8310117098418149,0.0,462.9886294278231,0.0,2.9001166320574336,0.0,7156.286640824165,0.0,2.9001166320574336,0.0,462.9886294278231,0.0,0.29487038487802214,0.0,432.28477963534266,0.0,0.29487038487802214,0.23409940575914712,0.8310117098418149,2.9001166320574336,20.37149969482422,314.8766121962633
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,20,0.5501212093594944,0.8249989792704582,0.6220284126996994,0.0,5.619198552199772,0.0,1000.0,0.0,0.0,0.8386067237172808,0.0,455.18581935337613,0.0,2.852605175131966,0.0,8211.549252352614,0.0,2.852605175131966,0.0,455.18581935337613,0.0,0.3071391340730111,0.0,429.0612117222377,0.0,0.3071391340730111,0.23282524563201487,0.8386067237172808,2.852605175131966,25.490405883789062,459.84675813174636
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,21,0.5501212093594944,0.8281747797727584,0.6069448555707931,0.0,5.717989036015102,0.0,1000.0,0.0,0.0,0.7574458661533537,0.0,482.28726486932663,0.0,3.0215844169836688,0.0,8891.295281045559,0.0,3.0215844169836688,0.0,482.28726486932663,0.0,0.31418814549563956,0.0,294.55569893973217,0.0,0.31418814549563956,0.23212676771334464,0.7574458661533537,3.0215844169836688,20.256065124511718,373.43440180391343
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,22,0.5549325385883344,0.8261385789513588,0.6176891651153564,0.0,6.71327040876661,0.0,1000.0,0.0,0.0,0.7328439663563456,0.0,485.9327130998884,0.0,3.0507496108518226,0.0,7955.353698968899,0.0,3.0507496108518226,0.0,485.9327130998884,0.0,0.32132734824927534,0.0,532.7960989815848,0.0,0.32132734824927534,0.23129764804716163,0.7328439663563456,3.0507496108518226,27.21223193359375,445.4998071422583
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,23,0.5641250406930096,0.8284253796935082,0.6132916840314865,0.0,6.497977597372873,0.0,1000.0,0.0,0.0,0.8323703266325451,0.0,443.84432692754837,0.0,2.7831630323113052,0.0,8302.466382931087,0.0,2.7831630323113052,0.0,443.84432692754837,0.0,0.33173937472836645,0.0,361.68693469819567,0.0,0.33173937472836645,0.2294827809744955,0.8323703266325451,2.7831630323113052,18.64146173095703,348.7035880831056
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,24,0.5713973968778225,0.8297973790764809,0.6056340849995613,0.0,6.518914425373078,0.0,1000.0,0.0,0.0,0.7901483759284019,0.0,455.5694213867188,0.0,2.8551089857540113,0.0,9011.218759267318,0.0,2.8551089857540113,0.0,455.5694213867188,0.0,0.3389537203694205,0.0,315.31088027954104,0.0,0.3389537203694205,0.2282364613126676,0.7901483759284019,2.8551089857540113,18.22277685546875,360.4487503706927
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,25,0.5885343277912168,0.8318811781406402,0.5921232754588127,0.0,5.487708593669691,0.0,1000.0,0.0,0.0,0.8721793388065538,0.0,420.745994166324,0.0,2.635042842304696,0.0,9099.92444798971,0.0,2.635042842304696,0.0,420.745994166324,0.0,0.34981154122856334,0.0,286.5971254047595,0.0,0.34981154122856334,0.22609331503096347,0.8721793388065538,2.635042842304696,15.988347778320312,345.797129023609
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,26,0.6110266079842719,0.8329665784835816,0.5879063277840614,0.0,5.998024062676863,0.0,1000.0,0.0,0.0,0.7362651134079153,0.0,467.1832844127308,0.0,2.9232143650263507,0.0,9654.629205253521,0.0,2.9232143650263507,0.0,467.1832844127308,0.0,0.3577799286463806,0.0,362.51587677001953,0.0,0.3577799286463806,0.22491280009673403,0.7362651134079153,2.9232143650263507,20.556064514160155,424.80368503115494
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,27,0.6388511594909566,0.8307491790652275,0.5930266825556755,0.0,6.506102222662705,0.0,1000.0,0.0,0.0,0.7698538910884124,0.0,449.68440011831433,0.0,2.817204943744126,0.0,9699.994595944441,0.0,2.817204943744126,0.0,449.68440011831433,0.0,0.36756563021870703,0.0,637.368238889254,0.0,0.36756563021870703,0.22367197326845628,0.7698538910884124,2.817204943744126,23.383588806152343,504.3997189891109
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,28,0.6714073297449444,0.8312827790975571,0.5915673353672027,0.0,5.7413500768167,0.0,1000.0,0.0,0.0,0.7562011977036794,0.0,449.7817156756366,0.0,2.8201287372529897,0.0,9868.76797429841,0.0,2.8201287372529897,0.0,449.7817156756366,0.0,0.3776435164151213,0.0,420.00290143048323,0.0,0.3776435164151213,0.22254185402076546,0.7562011977036794,2.8201287372529897,24.288212646484375,532.9134706121141
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,29,0.7078106525873725,0.832978377699852,0.5795438392162323,0.0,5.8902037143707275,0.0,1000.0,0.0,0.0,0.7693300261383965,0.0,439.7228538876488,0.0,2.762596515460509,0.0,10580.292962872962,0.0,2.762596515460509,0.0,439.7228538876488,0.0,0.38402186835860375,0.0,325.17125011625745,0.0,0.38402186835860375,0.22226335297206906,0.7693300261383965,2.762596515460509,18.46835986328125,444.37230444066444
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,0.7461623949055404,0.8302711777687073,0.5909736833572388,0.0,6.241064302623272,0.0,1000.0,0.0,0.0,0.6975080845877528,0.0,461.8797903060913,0.0,2.8947292296840708,0.0,9905.199994255385,0.0,2.8947292296840708,0.0,461.8797903060913,0.0,0.3939541199906802,0.0,570.0913887023926,0.0,0.3939541199906802,0.22212244273394194,0.6975080845877528,2.8947292296840708,29.560306579589845,633.9327996323447
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,31,0.7466458383638852,0.8308935792446136,0.5927064229249954,0.0,7.615259594387478,0.0,1000.0,0.0,0.0,0.7179201145966848,0.0,449.7838626437717,0.0,2.8210127687563413,0.0,9176.53659105431,0.0,2.8210127687563413,0.0,449.7838626437717,0.0,0.39800719259265527,0.0,508.25247785780164,0.0,0.39800719259265527,0.22235522210613118,0.7179201145966848,2.8210127687563413,16.19221905517578,330.3553172779552
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,0.7471859736051648,0.8304627801775932,0.5987063871622086,0.0,6.806966871023178,0.0,1000.0,0.0,0.0,0.7625188399106264,0.0,429.82170486450195,0.0,2.6957872583871976,0.0,9874.82825852834,0.0,2.6957872583871976,0.0,429.82170486450195,0.0,0.40967190252638075,0.0,489.63883272806805,0.0,0.40967190252638075,0.22145823053048683,0.7625188399106264,2.6957872583871976,20.631441833496094,473.99175640936033
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,0.7531633576929286,0.8287655791044235,0.6116848209500313,0.0,7.0955271148681645,0.0,1000.0,0.0,0.0,0.7305571961402894,0.0,436.6369970703125,0.0,2.7378976797873467,0.0,9044.411269057578,0.0,2.7378976797873467,0.0,436.6369970703125,0.0,0.4184485894273932,0.0,575.6102862548828,0.0,0.4184485894273932,0.22063228649494732,0.7305571961402894,2.7378976797873467,21.831849853515624,452.2205634528789
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,0.7531633576929286,0.8256957785487175,0.6280318547487259,0.0,6.65656588579479,0.0,1000.0,0.0,0.0,0.6696713362869463,0.0,452.9359171014083,0.0,2.840665387054174,0.0,9700.03354121184,0.0,2.840665387054174,0.0,452.9359171014083,0.0,0.4289127879320695,0.0,782.2236665424548,0.0,0.4289127879320695,0.21915699887775061,0.6696713362869463,2.840665387054174,34.42312969970703,737.2025491320999
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,0.7531633576929286,0.828236978650093,0.627504045188427,0.0,7.846482347039616,0.0,1000.0,0.0,0.0,0.7362595866708195,0.0,426.3132126752068,0.0,2.671628453307833,0.0,8986.367449404248,0.0,2.671628453307833,0.0,426.3132126752068,0.0,0.43441433558755843,0.0,382.33193790211396,0.0,0.43441433558755843,0.21834311892540664,0.7362595866708195,2.671628453307833,14.494649230957032,305.5364932797444
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,0.7580500308659607,0.8276465774178505,0.6215871700048446,0.0,6.1739563666857205,0.0,1000.0,0.0,0.0,0.7207041004529366,0.0,427.3460505558894,0.0,2.67760338946119,0.0,11050.628774148536,0.0,2.67760338946119,0.0,427.3460505558894,0.0,0.44467082417985615,0.0,512.6992299006536,0.0,0.44467082417985615,0.21615456488519907,0.7207041004529366,2.67760338946119,22.22199462890625,574.632696255724
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,0.7580500308659607,0.8290983797907829,0.6148471231460572,0.0,6.510260784626007,0.0,1000.0,0.0,0.0,0.7208261534571647,0.0,422.61663818359375,0.0,2.650707871981727,0.0,10582.232177010254,0.0,2.650707871981727,0.0,422.61663818359375,0.0,0.4530585005074285,0.0,375.7752632141113,0.0,0.4530585005074285,0.21386635653554503,0.7208261534571647,2.650707871981727,16.90466552734375,423.28928708041013
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,0.7580500308659607,0.8241913793087006,0.6450207939743996,0.0,7.326251938536361,0.0,1000.0,0.0,0.0,0.6310480994147223,0.0,448.46894465266047,0.0,2.8085201276345426,0.0,10103.58926411296,0.0,2.8085201276345426,0.0,448.46894465266047,0.0,0.4581172672687606,0.0,851.1353198902027,0.0,0.4581172672687606,0.2134449682579921,0.6310480994147223,2.8085201276345426,33.186701904296875,747.665605544359
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,0.7583904722645093,0.8268649788498879,0.6292835552692413,0.0,5.886623662451039,0.0,1000.0,0.0,0.0,0.6450658609037814,0.0,438.99934055494225,0.0,2.752102420102042,0.0,10224.35553494674,0.0,2.752102420102042,0.0,438.99934055494225,0.0,0.4637909845109745,0.0,324.3654121730639,0.0,0.4637909845109745,0.21211752324468364,0.6450658609037814,2.752102420102042,20.193969665527344,470.3203546075501
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,0.7637644920248955,0.8237759783864022,0.6483137049078941,0.0,7.3360052029291785,0.0,1000.0,0.0,0.0,0.6713107903798421,0.0,426.3060740152995,0.0,2.6719410364789242,0.0,10608.312394733013,0.0,2.6719410364789242,0.0,426.3060740152995,0.0,0.47015376696108674,0.0,693.68583984375,0.0,0.47015376696108674,0.21062536828393177,0.6713107903798421,2.6719410364789242,25.57836444091797,636.4987436839808
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,0.7637644920248955,0.8180605788230896,0.684691520512104,0.0,8.144827359431499,0.0,1000.0,0.0,0.0,0.7012759543753959,0.0,412.8111275337838,0.0,2.585695613210463,0.0,9896.825980601943,0.0,2.585695613210463,0.0,412.8111275337838,0.0,0.4783758873483855,0.0,1168.243724926098,0.0,0.4783758873483855,0.2085747294050742,0.7012759543753959,2.585695613210463,30.5480234375,732.365122564544
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,0.7648001878777116,0.8220937804579734,0.6537439492344856,0.0,5.6728284980939785,0.0,1000.0,0.0,0.0,0.6777242305486099,0.0,415.4183455757473,0.0,2.606391267709629,0.0,10761.063190133345,0.0,2.606391267709629,0.0,415.4183455757473,0.0,0.48585336122611933,0.0,288.1296081542969,0.0,0.48585336122611933,0.2059207952854747,0.6777242305486099,2.606391267709629,19.109243896484376,495.00890674613385
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,0.7706618551862207,0.8192143803238868,0.6803525973558426,0.0,7.13617231928069,0.0,1000.0,0.0,0.0,0.6837043238097223,0.0,409.9718964675377,0.0,2.56878692612026,0.0,8705.467431042047,0.0,2.56878692612026,0.0,409.9718964675377,0.0,0.4936218649575375,0.0,674.4985056910022,0.0,0.4936218649575375,0.20346101177124704,0.6837043238097223,2.56878692612026,23.77836999511719,504.9171110004387
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,0.7786441645018427,0.8168127794861794,0.7065857458114624,0.0,7.724146720134851,0.0,1000.0,0.0,0.0,0.7384819695443818,0.0,388.8822733561198,0.0,2.4373906723994687,0.0,9819.762051255879,0.0,2.4373906723994687,0.0,388.8822733561198,0.0,0.5054522640869333,0.0,992.0094743208451,0.0,0.5054522640869333,0.19930434967179955,0.7384819695443818,2.4373906723994687,25.666230041503905,648.104295382888
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,0.7834207752194813,0.8149599800109864,0.7153789969086647,0.0,8.537804325421652,0.0,1000.0,0.0,0.0,0.6460740897390578,0.0,413.17803050853587,0.0,2.5899038267775345,0.0,8904.845660192013,0.0,2.5899038267775345,0.0,413.17803050853587,0.0,0.5081821162403164,0.0,895.3822846589266,0.0,0.5081821162403164,0.20015713527254955,0.6460740897390578,2.5899038267775345,22.311613647460938,480.86166565036865
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,0.8038840241714129,0.816063979446888,0.7091512834429741,0.0,8.47823807440306,0.0,1000.0,0.0,0.0,0.6706480030950747,0.0,401.2647448087993,0.0,2.5175945243041595,0.0,9662.810028052512,0.0,2.5175945243041595,0.0,401.2647448087993,0.0,0.5121094561394193,0.0,512.5159863923725,0.0,0.5121094561394193,0.19968691074305195,0.6706480030950747,2.5175945243041595,15.248060302734375,367.18678106599555
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,0.8226594170781686,0.8126733785867691,0.7542990764975548,0.0,8.638720750808716,0.0,1000.0,0.0,0.0,0.6882586754632719,0.0,392.3376316879735,0.0,2.4595239097068284,0.0,8663.22285894774,0.0,2.4595239097068284,0.0,392.3376316879735,0.0,0.5223514954562922,0.0,1021.7917018081203,0.0,0.5223514954562922,0.1976977873478899,0.6882586754632719,2.4595239097068284,25.89428369140625,571.7727086905509
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,0.8226594170781686,0.8151505784392357,0.7400861185193062,0.0,8.368020176887512,0.0,1000.0,0.0,0.0,0.6165464393794536,0.0,409.706005859375,0.0,2.568174259941192,0.0,10009.780025874807,0.0,2.568174259941192,0.0,409.706005859375,0.0,0.5245733614758809,0.0,513.0686798095703,0.0,0.5245733614758809,0.19842396305556925,0.6165464393794536,2.568174259941192,16.388240234375,400.3912010349922
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,0.8749525647638016,0.8137257794141769,0.7668274423480034,0.0,9.266188957474448,0.0,1000.0,0.0,0.0,0.6620905602520163,0.0,392.1848935213956,0.0,2.4589159074542994,0.0,7835.098735252894,0.0,2.4589159074542994,0.0,392.1848935213956,0.0,0.52824504449332,0.0,770.9004502729936,0.0,0.52824504449332,0.1985819416626096,0.6620905602520163,2.4589159074542994,17.256135314941407,344.74434435112727
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,0.9083882221402548,0.8131167795658112,0.772247283577919,0.0,8.174973726272583,0.0,1000.0,0.0,0.0,0.6629393583536148,0.0,388.0981201171875,0.0,2.4329048191607368,0.0,9137.651396534444,0.0,2.4329048191607368,0.0,388.0981201171875,0.0,0.5369515302945636,0.0,713.6321752929688,0.0,0.5369515302945636,0.19726922121968424,0.6629393583536148,2.4329048191607368,19.404906005859374,456.8825698267222
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,0.9401576279779325,0.811538179218769,0.8045691360831261,0.0,9.663039456714284,0.0,1000.0,0.0,0.0,0.7082342776385221,0.0,370.70355918190694,0.0,2.327098815417901,0.0,9214.300018979457,0.0,2.327098815417901,0.0,370.70355918190694,0.0,0.5447740867025508,0.0,773.3320922851562,0.0,0.5447740867025508,0.1969614761776153,0.7082342776385221,2.327098815417901,16.310956604003906,405.4292008350961
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,0.9424503182276189,0.8110423790216446,0.8146874404549599,0.0,9.620438711983818,0.0,1000.0,0.0,0.0,0.7664860430217925,0.0,350.7057800292969,0.0,2.2000481808947003,0.0,7457.160047201654,0.0,2.2000481808947003,0.0,350.7057800292969,0.0,0.5534186554626431,0.0,884.3279971168155,0.0,0.5534186554626431,0.1965871261421961,0.7664860430217925,2.2000481808947003,14.729642761230469,313.20072198246953
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,0.9523945945719017,0.8116707799434661,0.8088780826330185,0.0,7.7588476159355855,0.0,1000.0,0.0,0.0,0.6896270662546158,0.0,368.9530417702415,0.0,2.313876062803618,0.0,10765.58198460931,0.0,2.313876062803618,0.0,368.9530417702415,0.0,0.5586952349861063,0.0,600.7503606622869,0.0,0.5586952349861063,0.1969402546415657,0.6896270662546158,2.313876062803618,16.233933837890625,473.68560732280963
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,0.9523945945719017,0.8057123798727989,0.8694339506030083,0.0,10.115074016153812,0.0,1000.0,0.0,0.0,0.6629142872989178,0.0,373.0198268890381,0.0,2.337553087052358,0.0,8660.585022469291,0.0,2.337553087052358,0.0,373.0198268890381,0.0,0.5651655923084141,0.0,1456.9450302124023,0.0,0.5651655923084141,0.1987750034925255,0.6629142872989178,2.337553087052358,23.873268920898436,554.2774414380347
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,0.9523945945719017,0.8091509796977043,0.8442627980709075,0.0,8.975199082318474,0.0,1000.0,0.0,0.0,0.648537649827845,0.0,373.2875438017004,0.0,2.339177840004575,0.0,8785.513294396871,0.0,2.339177840004575,0.0,373.2875438017004,0.0,0.5681306100034585,0.0,618.3190168492935,0.0,0.5681306100034585,0.19992515171386893,0.648537649827845,2.339177840004575,12.691776489257812,298.7074520094936
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,0.9601087823852785,0.8124515796899796,0.8106755459308624,0.0,6.839559393269675,0.0,1000.0,0.0,0.0,0.6648335797446114,0.0,365.2004198346819,0.0,2.287977482989361,0.0,11730.3481219294,0.0,2.287977482989361,0.0,365.2004198346819,0.0,0.572322068419595,0.0,261.28501674107144,0.0,0.572322068419595,0.1996570074454645,0.6648335797446114,2.287977482989361,10.225611755371094,328.4497474140232
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,0.9695786006725107,0.8102723793387413,0.8252807447314262,0.0,6.882397421768734,0.0,1000.0,0.0,0.0,0.7263483649918011,0.0,345.18816048758373,0.0,2.160847198915183,0.0,10616.53466555275,0.0,2.160847198915183,0.0,345.18816048758373,0.0,0.5875568178357384,0.0,576.290529523577,0.0,0.5875568178357384,0.19480775643195908,0.7263483649918011,2.160847198915183,19.330536987304686,594.5259412709539
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,0.9789754702744791,0.8064525790810585,0.8433743506669998,0.0,8.25629187375307,0.0,1000.0,0.0,0.0,0.6483402969315648,0.0,362.09870052337646,0.0,2.2703761797008797,0.0,10938.050738013948,0.0,2.2703761797008797,0.0,362.09870052337646,0.0,0.5981918223916934,0.0,968.229455947876,0.0,0.5981918223916934,0.1941513210008513,0.6483402969315648,2.2703761797008797,23.174316833496093,700.0352472328926
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,0.9927933360340528,0.807348180770874,0.8442587914466858,0.0,8.27143002592999,0.0,1000.0,0.0,0.0,0.6617867648601532,0.0,354.92724609375,0.0,2.2254243270925556,0.0,9863.762849348417,0.0,2.2254243270925556,0.0,354.92724609375,0.0,0.6079381223039982,0.0,539.4541533096977,0.0,0.6079381223039982,0.19337622307006347,0.6617867648601532,2.2254243270925556,16.3266533203125,453.7330910700271
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,0.9927933360340528,0.8069279802441597,0.8735327814817428,0.0,8.942465821901957,0.0,1000.0,0.0,0.0,0.6288483229776224,0.0,360.54990641276044,0.0,2.2575119855991574,0.0,8062.870765437794,0.0,2.2575119855991574,0.0,360.54990641276044,0.0,0.6110594239037622,0.0,815.6904551188151,0.0,0.6110594239037622,0.1942311387161927,0.6288483229776224,2.2575119855991574,17.3063955078125,387.01779674101414
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,1.0323372477747652,0.8056891798973084,0.8805219574570656,0.0,8.791900423856882,0.0,1000.0,0.0,0.0,0.6624677112469306,0.0,347.49818420410156,0.0,2.1802479945275555,0.0,10284.579834140217,0.0,2.1802479945275555,0.0,347.49818420410156,0.0,0.6218828621650628,0.0,876.702639066256,0.0,0.6218828621650628,0.19260323399278373,0.6624677112469306,2.1802479945275555,18.06990557861328,534.7981513752914
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,1.0589747201283037,0.8036153795719146,0.9009103195071221,0.0,8.816275945076576,0.0,1000.0,0.0,0.0,0.6798106133937836,0.0,339.8583585298978,0.0,2.130565611289018,0.0,9335.015362645881,0.0,2.130565611289018,0.0,339.8583585298978,0.0,0.6315322760511135,0.0,856.0182189941406,0.0,0.6315322760511135,0.19166305692538532,0.6798106133937836,2.130565611289018,17.672634643554687,485.42079885758585
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,1.0691733622636534,0.8001861798167229,0.9377024533748627,0.0,9.445255570113659,0.0,1000.0,0.0,0.0,0.6164271542802453,0.0,352.8852586746216,0.0,2.210638661178366,0.0,8659.24273835124,0.0,2.210638661178366,0.0,352.8852586746216,0.0,0.6390198709225494,0.0,1158.1552772521973,0.0,0.6390198709225494,0.19293976887912942,0.6164271542802453,2.210638661178366,22.58465655517578,554.1915352544794
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,1.1263724297887678,0.7990291802287102,0.9840551480650902,0.0,10.28506749868393,0.0,1000.0,0.0,0.0,0.6320004016160965,0.0,345.5969374520438,0.0,2.164007472965296,0.0,7908.228547796957,0.0,2.164007472965296,0.0,345.5969374520438,0.0,0.6473871700713558,0.0,1436.502692086356,0.0,0.6473871700713558,0.19264461506985403,0.6320004016160965,2.164007472965296,19.353428497314454,442.86079867662954
