algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,krum_score_honest,krum_score_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,5.8530025775665475,0.8633557784557343,0.4597405239343643,0.0,3.351194191546667,0.0,1000.0,0.0,0.0,0.8019494669778007,0.0,0.7130811628421947,0.0,3387.756762424668,0.0,0.7130811628421947,0.0,109.51886494954427,0.0,3.579980730341085,0.0,113.6670430501302,0.0,113.66697365897042,0.0,3.579980730341085,1.2977534969125815,0.8019494669778007,0.7130811628421947,4.774015808105469,142.28578402183606
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,5.957443517163157,0.8637083778381348,0.4587122086882591,0.0,2.8062643679705532,0.0,1000.0,0.0,0.0,0.7415124150839719,0.0,0.741280415054122,0.0,4108.369633339706,0.0,0.741280415054122,0.0,77.18355647000399,0.0,3.622830538612129,0.0,118.193377754905,0.0,118.19337567416105,0.0,3.622830538612129,1.3036967300233566,0.7415124150839719,0.741280415054122,5.20050862121582,180.76826386694705
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,5.957443517163157,0.8616007783412933,0.46573552310466765,0.0,3.7512233704328537,0.0,1000.0,0.0,0.0,0.7359974719583988,0.0,0.7365952642125478,0.0,3633.084185898115,0.0,0.7365952642125478,0.0,199.9604127407074,0.0,3.6796515695264715,0.0,117.54585289955139,0.0,117.54579424858093,0.0,3.6796515695264715,1.325589009961252,0.7359974719583988,0.7365952642125478,7.5229345855712895,232.51738789747935
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,5.957443517163157,0.8625039784908295,0.4626861292719841,0.0,3.262702184564927,0.0,1000.0,0.0,0.0,0.7070950164514429,0.0,0.7459412850983262,0.0,3605.213563271006,0.0,0.7459412850983262,0.0,77.63500078986672,0.0,3.702559432646184,0.0,119.02951363956227,0.0,119.02947145349839,0.0,3.702559432646184,1.3352574498623961,0.7070950164514429,0.7459412850983262,4.047003463745117,122.5772611512142
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,6.131603229483619,0.8636929785013199,0.4586872082352638,0.0,2.5776522053139552,0.0,1000.0,0.0,0.0,0.7267993571502822,0.0,0.7293366050294932,0.0,4424.0789552923425,0.0,0.7293366050294932,0.0,34.41643966947283,0.0,3.7357958052670037,0.0,116.40967668805804,0.0,116.40963527134487,0.0,3.7357958052670037,1.3345754063757844,0.7267993571502822,0.7293366050294932,3.259470947265625,123.8742107481856
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,6.131603229483619,0.8632199782133102,0.4602256553173065,0.0,2.6128334381750653,0.0,1000.0,0.0,0.0,0.7959877146141869,0.0,0.688336068774079,0.0,4074.8403590961693,0.0,0.688336068774079,0.0,83.42880712236676,0.0,3.8372092839301226,0.0,109.9518072945731,0.0,109.95183917454311,0.0,3.8372092839301226,1.2973055363320973,0.7959877146141869,0.688336068774079,6.157301208496094,228.19106010938546
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,6.131603229483619,0.8627537784576416,0.46107553523778916,0.0,3.1050315853208303,0.0,1000.0,0.0,0.0,0.7235147105529904,0.0,0.7172226976050053,0.0,4261.120511100313,0.0,0.7172226976050053,0.0,138.7190887928009,0.0,3.91800150789521,0.0,114.39137530326843,0.0,114.39141154289246,0.0,3.91800150789521,1.290801116757776,0.7235147105529904,0.7172226976050053,7.321048019409179,272.71171271042004
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,6.371441888877983,0.8627557779550552,0.4608908663988113,0.0,3.061704614888067,0.0,1000.0,0.0,0.0,0.7290172136348226,0.0,0.7085318966851208,0.0,4102.705762813379,0.0,0.7085318966851208,0.0,74.07758580083433,0.0,3.9807336094047088,0.0,112.99528138533883,0.0,112.99533578623895,0.0,3.9807336094047088,1.2819851961492668,0.7290172136348226,0.7085318966851208,5.197782943725586,188.72446508941545
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,6.371441888877983,0.8620401787757873,0.4648528665304184,0.0,3.3151757568120956,0.0,1000.0,0.0,0.0,0.6937191362182299,0.0,0.7169021380503913,0.0,3533.2685538687765,0.0,0.7169021380503913,0.0,120.92929903666179,0.0,4.011335659137353,0.0,114.49800968170166,0.0,114.49798011779785,0.0,4.011335659137353,1.2930360255520492,0.6937191362182299,0.7169021380503913,5.495904464721679,169.59689058570126
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,6.371441888877983,0.8617313765287399,0.46572943437099457,0.0,3.2936752553169546,0.0,1000.0,0.0,0.0,0.7309618277045397,0.0,0.6939082401956582,0.0,4119.187225165353,0.0,0.6939082401956582,0.0,125.05993916438176,0.0,4.088945850683807,0.0,110.59638536893405,0.0,110.59640561617337,0.0,4.088945850683807,1.2785020357419628,0.7309618277045397,0.6939082401956582,5.7510120391845705,214.19773570859834
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,6.371441888877983,0.8611417775154113,0.46807770639657975,0.0,3.3544246416825514,0.0,1000.0,0.0,0.0,0.7623467972645392,0.0,0.6705797818175822,0.0,3964.341892125134,0.0,0.6705797818175822,0.0,126.59572395911583,0.0,4.156751334099343,0.0,106.96044100247897,0.0,106.96049440824069,0.0,4.156751334099343,1.2716449553716254,0.7623467972645392,0.6705797818175822,5.561942932128907,206.145778390507
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,6.427861801787913,0.8595029779672623,0.4750807157754898,0.0,3.6880706436932087,0.0,1000.0,0.0,0.0,0.720970711670816,0.0,0.6812005122118101,0.0,3716.5849480318684,0.0,0.6812005122118101,0.0,190.81912875175476,0.0,4.217957446909726,0.0,108.74942564964294,0.0,108.74935126304626,0.0,4.217957446909726,1.29000173433088,0.720970711670816,0.6812005122118101,6.959963241577149,237.86143667403957
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,6.427861801787913,0.8587273783683776,0.48083874118328096,0.0,3.851004892161914,0.0,1000.0,0.0,0.0,0.7101352236100605,0.0,0.682757814957385,0.0,3527.855800437319,0.0,0.682757814957385,0.0,208.55524240221297,0.0,4.2784413095168095,0.0,109.04637118748256,0.0,109.046357018607,0.0,4.2784413095168095,1.2847312739683332,0.7101352236100605,0.682757814957385,6.106596786499024,197.55992482448983
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,6.5910270087230325,0.8586285808086396,0.48097548031806947,0.0,3.2759519540346584,0.0,1000.0,0.0,0.0,0.7160193645037137,0.0,0.6702966682037618,0.0,3618.94794347966,0.0,0.6702966682037618,0.0,116.05667231633113,0.0,4.320407935942498,0.0,106.95196885329027,0.0,106.95200025118314,0.0,4.320407935942498,1.3015746426571213,0.7160193645037137,0.6702966682037618,5.561502380371094,188.18529306094229
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,6.5910270087230325,0.8585763785839081,0.48078103947639467,0.0,3.245045795440674,0.0,1000.0,0.0,0.0,0.7445615029335022,0.0,0.6533392098509536,0.0,3672.665825581688,0.0,0.6533392098509536,0.0,104.37787841796874,0.0,4.372083635301401,0.0,104.2493618774414,0.0,104.2493814086914,0.0,4.372083635301401,1.3065627774523223,0.7445615029335022,0.6533392098509536,5.21246809387207,183.63329127908437
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,6.5910270087230325,0.85822997879982,0.4829361187815666,0.0,3.1677714051871466,0.0,1000.0,0.0,0.0,0.7204446217109417,0.0,0.6639167553434797,0.0,3748.8215340871498,0.0,0.6639167553434797,0.0,125.91198677852236,0.0,4.450963479496389,0.0,106.00834103288322,0.0,106.00842495622307,0.0,4.450963479496389,1.2741207597072337,0.7204446217109417,0.6639167553434797,6.1484837799072265,217.4316489770547
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,6.784783243189984,0.8569555779695511,0.4897128140926361,0.0,3.614309658022488,0.0,1000.0,0.0,0.0,0.7149298699463115,0.0,0.6553759202737235,0.0,3731.906584685377,0.0,0.6553759202737235,0.0,195.0637025272145,0.0,4.5360383367574295,0.0,104.41060795503505,0.0,104.41049777760225,0.0,4.5360383367574295,1.2748938966602108,0.7149298699463115,0.6553759202737235,7.099921340942383,253.76964775860563
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,6.784783243189984,0.8580253781080246,0.4857578619122505,0.0,2.9219514382512948,0.0,1000.0,0.0,0.0,0.7327792864096793,0.0,0.6461321038625777,0.0,4012.9937267533937,0.0,0.6461321038625777,0.0,57.36884950336657,0.0,4.5873984497383296,0.0,102.85249047530324,0.0,102.85238165604441,0.0,4.5873984497383296,1.2542668582298473,0.7327792864096793,0.6461321038625777,3.9083946380615235,152.49376161662897
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,6.784783243189984,0.8575423780679703,0.4889779173731804,0.0,4.068701195716858,0.0,1000.0,0.0,0.0,0.7163189729054769,0.0,0.6410679463182614,0.0,3589.771316514108,0.0,0.6410679463182614,0.0,105.45691426595052,0.0,4.619524136361429,0.0,102.48239390055339,0.0,102.48261922200521,0.0,4.619524136361429,1.259879861764896,0.7163189729054769,0.6410679463182614,3.0744718170166014,107.69313949542324
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,7.251281247877002,0.8573357788324356,0.49008064562082293,0.0,3.4801250750368293,0.0,1000.0,0.0,0.0,0.7379651503129439,0.0,0.6283363149361281,0.0,3630.191766241042,0.0,0.6283363149361281,0.0,111.23044317418879,0.0,4.656675470983491,0.0,100.38729095458984,0.0,100.3874345259233,0.0,4.656675470983491,1.2808857828443545,0.7379651503129439,0.6283363149361281,4.417040802001953,159.72843771460586
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,7.251281247877002,0.8568079789876938,0.49213474267721175,0.0,3.757095537185669,0.0,1000.0,0.0,0.0,0.736856027841568,0.0,0.6261724960384255,0.0,3891.641288354074,0.0,0.6261724960384255,0.0,144.51625640869142,0.0,4.72685613382114,0.0,99.7209408569336,0.0,99.72088409423829,0.0,4.72685613382114,1.2730277710814797,0.736856027841568,0.6261724960384255,4.98604704284668,194.5820644177037
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,7.251281247877002,0.8555297772884369,0.4983750687837601,0.0,3.6983907781541348,0.0,1000.0,0.0,0.0,0.6877883654087782,0.0,0.6382123965417682,0.0,3753.4946227548853,0.0,0.6382123965417682,0.0,189.40846037864685,0.0,4.803499016737215,0.0,101.73441243171692,0.0,101.73447489738464,0.0,4.803499016737215,1.2793583449785941,0.6877883654087782,0.6382123965417682,6.511002395629883,240.22365585631266
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,7.251281247877002,0.8553345791101455,0.49917289263010023,0.0,3.6462926839788756,0.0,1000.0,0.0,0.0,0.7380790735284487,0.0,0.6168929709820677,0.0,3875.5067220530177,0.0,0.6168929709820677,0.0,152.97235838572183,0.0,4.867997563428823,0.0,98.47519238789876,0.0,98.47519207000732,0.0,4.867997563428823,1.272376625723343,0.7380790735284487,0.6168929709820677,4.72680923461914,186.02432265854483
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,7.29254527220035,0.8547241772413254,0.5021779930591583,0.0,3.4565433034530053,0.0,1000.0,0.0,0.0,0.6249177880012072,0.0,0.6553556093741102,0.0,3495.508979677095,0.0,0.6553556093741102,0.0,134.72209725013147,0.0,4.905422320301822,0.0,104.40914799616887,0.0,104.40923720139723,0.0,4.905422320301822,1.2837593308627038,0.6249177880012072,0.6553556093741102,5.429275695800781,181.7664669432089
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,7.29254527220035,0.854189579129219,0.5061768929362297,0.0,3.891007057258061,0.0,1000.0,0.0,0.0,0.7389174884273892,0.0,0.6146438809700778,0.0,3362.2165896491315,0.0,0.6146438809700778,0.0,136.4204290480841,0.0,4.965371566708465,0.0,98.18638356526692,0.0,98.18638538178944,0.0,4.965371566708465,1.2615221134611303,0.7389174884273892,0.6146438809700778,4.123828109741211,141.21309676526354
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,7.356354571334023,0.8531725789308549,0.51367208391428,0.0,4.461591054995854,0.0,1000.0,0.0,0.0,0.7244210317730904,0.0,0.6125984837990881,0.0,3423.290369521024,0.0,0.6125984837990881,0.0,223.70878918965658,0.0,5.014189214996008,0.0,97.70067755381267,0.0,97.70068264007568,0.0,5.014189214996008,1.2799439944371862,0.7244210317730904,0.6125984837990881,4.689632522583008,164.31793773700915
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,7.387305019995118,0.8532779794931412,0.5163681499361992,0.0,3.8248859142002307,0.0,1000.0,0.0,0.0,0.7281468824336403,0.0,0.6083473572136215,0.0,3608.020840754643,0.0,0.6083473572136215,0.0,101.23266762181332,0.0,5.0537962145594095,0.0,96.9129534269634,0.0,96.91287793611225,0.0,5.0537962145594095,1.2945061977136154,0.7281468824336403,0.6083473572136215,3.6826922302246095,137.1047919486764
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,7.387305019995118,0.8532307783365249,0.5160198200941086,0.0,3.6612730513919485,0.0,1000.0,0.0,0.0,0.7354317930611697,0.0,0.6087661386829919,0.0,4151.774480859786,0.0,0.6087661386829919,0.0,143.25047180869362,0.0,5.112135877781748,0.0,96.9324063387784,0.0,96.93247014825994,0.0,5.112135877781748,1.285335142857238,0.7354317930611697,0.6087661386829919,4.26502587890625,182.6780771578306
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,7.530956691442734,0.8521589783430099,0.5223092710971833,0.0,3.8975788908345357,0.0,1000.0,0.0,0.0,0.7183962230171476,0.0,0.6057388218812184,0.0,3675.7824118949247,0.0,0.6057388218812184,0.0,187.0944756099156,0.0,5.171951849762673,0.0,96.48138236999512,0.0,96.48154967171806,0.0,5.171951849762673,1.3007915387626667,0.7183962230171476,0.6057388218812184,5.402957412719727,205.84381506611575
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,7.530956691442734,0.851638178229332,0.5259208614230156,0.0,3.892073163986206,0.0,1000.0,0.0,0.0,0.6933806514739991,0.0,0.6139792958351208,0.0,3845.8822040096356,0.0,0.6139792958351208,0.0,155.09311401367188,0.0,5.227128653725037,0.0,97.98523956298828,0.0,97.9853384399414,0.0,5.227128653725037,1.3043551711152117,0.6933806514739991,0.6139792958351208,4.899261978149414,192.29411020048178
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,7.530956691442734,0.8526635788679123,0.5220881544351578,0.0,3.227005817673423,0.0,1000.0,0.0,0.0,0.7220375104383989,0.0,0.6062025021324435,0.0,4083.8164945013227,0.0,0.6062025021324435,0.0,32.59200252186168,0.0,5.261100992147861,0.0,96.80359719016336,0.0,96.80358262495561,0.0,5.261100992147861,1.285017807244913,0.7220375104383989,0.6062025021324435,2.129679138183594,89.8439628790291
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,7.543973999528021,0.8516007779836655,0.5286671261787415,0.0,4.262247800827026,0.0,1000.0,0.0,0.0,0.7409061402082443,0.0,0.6043467389057184,0.0,3452.4210117624484,0.0,0.6043467389057184,0.0,162.82649478912353,0.0,5.312606988118058,0.0,96.29583892822265,0.0,96.29586677551269,0.0,5.312606988118058,1.270336359877808,0.7409061402082443,0.6043467389057184,3.851833557128906,138.0968404704979
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,7.76936811068512,0.850437778711319,0.5334221768975258,0.0,3.6620884649455547,0.0,1000.0,0.0,0.0,0.7101446008309722,0.0,0.6078793892609518,0.0,3774.350996745986,0.0,0.6078793892609518,0.0,204.30116772651672,0.0,5.367441447705872,0.0,96.99569201469421,0.0,96.9957218170166,0.0,5.367441447705872,1.2968368947928242,0.7101446008309722,0.6078793892609518,6.20772428894043,241.5584637917431
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,7.76936811068512,0.8500555782318115,0.536823765695095,0.0,4.085091791369698,0.0,1000.0,0.0,0.0,0.7084977518428456,0.0,0.6038734734413005,0.0,3581.564166407469,0.0,0.6038734734413005,0.0,157.1486247669567,0.0,5.415187250193694,0.0,96.28143865411931,0.0,96.28135195645419,0.0,5.415187250193694,1.3012061752422273,0.7084977518428456,0.6038734734413005,4.23638330078125,157.58882332192866
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,7.76936811068512,0.849193378329277,0.5433048933744431,0.0,4.294869132663893,0.0,1000.0,0.0,0.0,0.6978747637375541,0.0,0.6115287340674399,0.0,3414.1576114823256,0.0,0.6115287340674399,0.0,187.01287410570228,0.0,5.456232911826034,0.0,97.44354082190472,0.0,97.44354413903278,0.0,5.456232911826034,1.3138350316561795,0.6978747637375541,0.6115287340674399,4.482402877807617,157.05125012818695
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,7.76936811068512,0.8499787793159485,0.5427394096255302,0.0,3.5564068034291267,0.0,1000.0,0.0,0.0,0.6893493942916393,0.0,0.6083138198146284,0.0,4080.5452687845427,0.0,0.6083138198146284,0.0,57.725191831588745,0.0,5.496543383960203,0.0,97.03630924224854,0.0,97.03625822067261,0.0,5.496543383960203,1.3053405905503863,0.6893493942916393,0.6083138198146284,3.1051618957519533,130.57744860110537
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,7.76936811068512,0.848447578907013,0.550491073012352,0.0,4.513936469952266,0.0,1000.0,0.0,0.0,0.7159056266148885,0.0,0.6020970485309801,0.0,3492.410404639197,0.0,0.6020970485309801,0.0,216.45006799697876,0.0,5.54518621026473,0.0,96.01608848571777,0.0,96.01597086588542,0.0,5.54518621026473,1.3010591475112252,0.7159056266148885,0.6020970485309801,4.6087722473144535,167.63569942268148
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,7.76936811068512,0.8490585788488388,0.5499227340221405,0.0,3.7244055006239147,0.0,1000.0,0.0,0.0,0.6675706307093302,0.0,0.6012552749117782,0.0,3970.938612698223,0.0,0.6012552749117782,0.0,98.6921206580268,0.0,5.583505539231769,0.0,95.83020528157552,0.0,95.83013110690646,0.0,5.583505539231769,1.3025556843111263,0.6675706307093302,0.6012552749117782,3.449887390136719,142.95379005713605
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,7.97068438602445,0.8461043772697449,0.5642134839892388,0.0,4.271534457018501,0.0,1000.0,0.0,0.0,0.7085373197731218,0.0,0.6023647512011996,0.0,3765.9427181218757,0.0,0.6023647512011996,0.0,306.90464541786594,0.0,5.680538173275038,0.0,96.05087942826121,0.0,96.05087300350792,0.0,5.680538173275038,1.2587424339372824,0.7085373197731218,0.6023647512011996,7.299866836547851,286.21164657726257
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,7.97068438602445,0.8464311779737472,0.5635529491305351,0.0,3.8125493370968364,0.0,1000.0,0.0,0.0,0.6684329237626947,0.0,0.6041130176732193,0.0,3766.773451285607,0.0,0.6041130176732193,0.0,138.8965125705885,0.0,5.727651979762594,0.0,96.37107716435972,0.0,96.37120885434358,0.0,5.727651979762594,1.2578739147895597,0.6684329237626947,0.6041130176732193,4.433069549560547,173.27157875913787
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,7.97068438602445,0.8456583793163299,0.5677719284296036,0.0,4.228578478097916,0.0,1000.0,0.0,0.0,0.6804579086601734,0.0,0.6023592945915354,0.0,3498.822955445452,0.0,0.6023592945915354,0.0,210.9147631327311,0.0,5.766777809999957,0.0,96.10448741912842,0.0,96.10447978973389,0.0,5.766777809999957,1.2691691977551516,0.6804579086601734,0.6023592945915354,4.613015396118164,167.9435018613817
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,8.209095805266836,0.8454281792640687,0.5738375430107117,0.0,4.000145802131066,0.0,1000.0,0.0,0.0,0.6759245636371466,0.0,0.6005116236933183,0.0,3706.022483131405,0.0,0.6005116236933183,0.0,177.71718861506537,0.0,5.8110797523428515,0.0,95.78525044367863,0.0,95.78533642108624,0.0,5.8110797523428515,1.275627188732152,0.6759245636371466,0.6005116236933183,4.980833023071289,192.713169122833
