algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,3.820847162571229,0.8760947782993317,0.42139410787820814,0.0,1.6640424044043929,0.0,1000.0,0.0,0.0,0.7427421079741584,0.0,35.728070930198385,0.0,0.8771590670323981,0.0,0.8771590670323981,0.0,4510.145780170862,0.0,139.93352649830007,0.0,139.93352310745806,0.0,2.515304301682359,0.0,2.515304301682359,0.9678680630909299,0.7427421079741584,0.8771590670323981,7.556410247802734,243.54787212922653
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,3.918573881090909,0.8763177754878998,0.41994745236635206,0.0,1.7174569776183681,0.0,1000.0,0.0,0.0,0.8002967552134865,0.0,22.534173513713636,0.0,0.8303352286444667,0.0,0.8303352286444667,0.0,4470.4944573848425,0.0,132.34107529489617,0.0,132.34106485467208,0.0,2.5420570658308113,0.0,2.5420570658308113,0.9690447822856543,0.8002967552134865,0.8303352286444667,5.028960464477539,169.87878938062403
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,3.982791248674869,0.875995578289032,0.42019546175003053,0.0,1.688750471129562,0.0,1000.0,0.0,0.0,0.7755858103434244,0.0,39.376074646458484,0.0,0.8406856392283032,0.0,0.8406856392283032,0.0,4318.86932422707,0.0,134.122470740116,0.0,134.1224480831262,0.0,2.594667132702758,0.0,2.594667132702758,0.9567203745800842,0.7755858103434244,0.8406856392283032,8.852081573486329,285.0453753989866
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,3.982791248674869,0.8763243774175644,0.41859935951232913,0.0,1.709478607773781,0.0,1000.0,0.0,0.0,0.7273661375045777,0.0,23.87263650894165,0.0,0.8668309190385266,0.0,0.8668309190385266,0.0,4816.2334403144805,0.0,138.27494583129882,0.0,138.27493286132812,0.0,2.6076097897059385,0.0,2.6076097897059385,0.9612178399532084,0.7273661375045777,0.8668309190385266,5.530997314453125,192.64933761257922
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,4.1301999426503935,0.8762109768390656,0.4183874207139015,0.0,1.872140494259921,0.0,1000.0,0.0,0.0,0.78829694471576,0.0,32.433808933604844,0.0,0.8187527393542208,0.0,0.8187527393542208,0.0,4470.913717384401,0.0,130.59083036942914,0.0,130.590876492587,0.0,2.6290497868659766,0.0,2.6290497868659766,0.9642216461440649,0.78829694471576,0.8187527393542208,5.745998565673828,196.72020356491365
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,4.188297986473394,0.8762295771837234,0.4176548373699188,0.0,1.6391976118087768,0.0,1000.0,0.0,0.0,0.7726266574859619,0.0,28.128789482116698,0.0,0.8227329554569265,0.0,0.8227329554569265,0.0,4584.938357465675,0.0,131.25535247802733,0.0,131.25536499023437,0.0,2.670619812137653,0.0,2.670619812137653,0.9547172869785343,0.7726266574859619,0.8227329554569265,6.562768249511719,229.24691787328373
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,4.260738553638152,0.8761539766788483,0.417676766872406,0.0,1.8407508080655879,0.0,1000.0,0.0,0.0,0.7896329110318964,0.0,28.386797818270598,0.0,0.804868549785544,0.0,0.804868549785544,0.0,4471.368940027504,0.0,128.21276543357155,0.0,128.21267665516245,0.0,2.7068525097177307,0.0,2.7068525097177307,0.9495449232730553,0.7896329110318964,0.804868549785544,5.641357772827148,196.74023336121022
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,4.530713506323804,0.8761435782909394,0.4169444249868393,0.0,1.7869566111337571,0.0,1000.0,0.0,0.0,0.8234866233099074,0.0,31.46050235203334,0.0,0.7761226625634221,0.0,0.7761226625634221,0.0,4267.798510841701,0.0,123.71369461786179,0.0,123.71371823265439,0.0,2.7477198266340492,0.0,2.7477198266340492,0.9419297790381715,0.8234866233099074,0.7761226625634221,5.1959761657714845,179.2475374553514
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,4.644640347595548,0.8763591775894165,0.4160014665722847,0.0,1.4974969977682286,0.0,1000.0,0.0,0.0,0.761825908314098,0.0,22.014988248998467,0.0,0.810290695560063,0.0,0.810290695560063,0.0,4787.910675402224,0.0,129.19764362681997,0.0,129.19755935668945,0.0,2.7730661284467426,0.0,2.7730661284467426,0.9435812463547711,0.761825908314098,0.810290695560063,5.684692611694336,210.66806971769785
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,4.644640347595548,0.8757893772125244,0.4171734036803246,0.0,1.9882062431424856,0.0,1000.0,0.0,0.0,0.7597903199493885,0.0,55.323094725608826,0.0,0.8051557533445436,0.0,0.8051557533445436,0.0,4494.76673629037,0.0,128.48344826698303,0.0,128.48347783088684,0.0,2.8017826435680195,0.0,2.8017826435680195,0.953235696735378,0.7597903199493885,0.8051557533445436,8.222942581176758,287.6650711225837
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,4.644640347595548,0.876126579284668,0.4159928036928177,0.0,1.7808102754985584,0.0,1000.0,0.0,0.0,0.7453294729485231,0.0,22.974819912629968,0.0,0.8080535158807319,0.0,0.8080535158807319,0.0,4440.823457040945,0.0,128.94731005500344,0.0,128.947291654699,0.0,2.815195360009186,0.0,2.815195360009186,0.9578967603545582,0.7453294729485231,0.8080535158807319,4.384207916259766,150.98799753939213
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,4.863557452674667,0.8765203783512115,0.41452506065368655,0.0,1.3929393334048135,0.0,1000.0,0.0,0.0,0.7503524018185479,0.0,10.365133268492562,0.0,0.7984057038673635,0.0,0.7984057038673635,0.0,5060.92153118379,0.0,127.43539810180664,0.0,127.43534578595843,0.0,2.8378815308341934,0.0,2.8378815308341934,0.9578658935244907,0.7503524018185479,0.7984057038673635,3.5681896820068357,141.7058028731461
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,4.863557452674667,0.8764799766540528,0.4143671823143959,0.0,1.3909899187939507,0.0,1000.0,0.0,0.0,0.8125749421971185,0.0,23.616097893033707,0.0,0.7526064321530106,0.0,0.7526064321530106,0.0,4705.306622335779,0.0,120.21737507411412,0.0,120.21734537397113,0.0,2.9149494526369626,0.0,2.9149494526369626,0.9347290436125567,0.8125749421971185,0.7526064321530106,6.732171340942383,263.49717085080357
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,4.863557452674667,0.8764573782682419,0.4140359237194061,0.0,1.6486232746392488,0.0,1000.0,0.0,0.0,0.747166451998055,0.0,39.04755699634552,0.0,0.7877360747973292,0.0,0.7877360747973292,0.0,4998.637752720331,0.0,125.63597679138184,0.0,125.63597321510315,0.0,2.9663739044714865,0.0,2.9663739044714865,0.9289257801042926,0.747166451998055,0.7877360747973292,8.040702285766601,319.9128161741012
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,5.072831977096655,0.8765415772199631,0.41346273708343506,0.0,1.6072962076767632,0.0,1000.0,0.0,0.0,0.7440119865147964,0.0,20.852703426195227,0.0,0.7834269355939847,0.0,0.7834269355939847,0.0,4949.194680167051,0.0,124.93112481158713,0.0,124.93115201203719,0.0,3.0068961504085254,0.0,3.0068961504085254,0.9235776114277502,0.7440119865147964,0.7834269355939847,5.746832992553711,227.66295528768438
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,5.072831977096655,0.8761843773126602,0.41424642521142957,0.0,1.8251842707395554,0.0,1000.0,0.0,0.0,0.7383079702655474,0.0,36.48585605621338,0.0,0.780714073573859,0.0,0.780714073573859,0.0,4491.1369775711655,0.0,124.68762811024983,0.0,124.68763478597005,0.0,3.025493288362864,0.0,3.025493288362864,0.9308028400484261,0.7383079702655474,0.780714073573859,5.985006469726563,215.57457492341592
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,5.077095720877351,0.876281177520752,0.41412931901216504,0.0,1.7778456898835988,0.0,1000.0,0.0,0.0,0.7620290300020804,0.0,36.27329371525691,0.0,0.7599320366768261,0.0,0.7599320366768261,0.0,4915.039072847936,0.0,121.11604719895583,0.0,121.11599291287936,0.0,3.076423077250127,0.0,3.076423077250127,0.9237646845424567,0.7620290300020804,0.7599320366768261,6.298031631469726,255.58203178809265
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.187217316129442,0.8761161772012711,0.41425549012422563,0.0,1.7746749359827776,0.0,1000.0,0.0,0.0,0.7854244090043582,0.0,36.55234226813683,0.0,0.7396299450997895,0.0,0.7396299450997895,0.0,4785.769398119904,0.0,117.97355974637546,0.0,117.97354712853065,0.0,3.1249550472009853,0.0,3.1249550472009853,0.9216651852247576,0.7854244090043582,0.7396299450997895,6.134624450683594,248.860008702235
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.242770515115494,0.8756515772342682,0.41553565216064453,0.0,1.9541684202849865,0.0,1000.0,0.0,0.0,0.7469680728390813,0.0,53.65447926521301,0.0,0.7569683442158774,0.0,0.7569683442158774,0.0,4660.302929786424,0.0,120.85281181335449,0.0,120.85284090042114,0.0,3.163520487352479,0.0,3.163520487352479,0.9354435728105359,0.7469680728390813,0.7569683442158774,7.734581817626953,298.25938750633117
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.2795975352709466,0.8752025790214538,0.4170444216132164,0.0,2.0315501806991443,0.0,1000.0,0.0,0.0,0.7367800048419407,0.0,58.90838432312012,0.0,0.7570757538026873,0.0,0.7570757538026873,0.0,4527.903574974532,0.0,120.91888100760323,0.0,120.91891043526786,0.0,3.2061864596154956,0.0,3.2061864596154956,0.9347006270775798,0.7367800048419407,0.7570757538026873,6.771458984375,253.56260019857376
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.2795975352709466,0.8752293783426285,0.41688854664564134,0.0,1.7623645938359773,0.0,1000.0,0.0,0.0,0.7413113438166105,0.0,34.450985835148735,0.0,0.7483162695980163,0.0,0.7483162695980163,0.0,4685.338031776039,0.0,119.39807275625375,0.0,119.39806776780348,0.0,3.233479821036527,0.0,3.233479821036527,0.9476552193667804,0.7413113438166105,0.7483162695980163,6.208699523925781,243.63757765235405
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.2795975352709466,0.8752453781366348,0.41679185301065447,0.0,1.7428383326530457,0.0,1000.0,0.0,0.0,0.7666862940788269,0.0,29.642835540771486,0.0,0.7278057270495097,0.0,0.7278057270495097,0.0,4651.148966524886,0.0,116.12691986083985,0.0,116.12690093994141,0.0,3.2727024189818974,0.0,3.2727024189818974,0.9555584390764399,0.7666862940788269,0.7278057270495097,5.8063450469970705,232.55744832624433
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.2795975352709466,0.8751615782976151,0.4173101527690887,0.0,1.7155079276397311,0.0,1000.0,0.0,0.0,0.746854785187491,0.0,36.59004560010187,0.0,0.7347618471214429,0.0,0.7347618471214429,0.0,4582.688629610313,0.0,117.31615737388874,0.0,117.31609423407193,0.0,3.336267937434053,0.0,3.336267937434053,0.9418807322756796,0.746854785187491,0.7347618471214429,6.804333465576172,265.7959405173982
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,5.2795975352709466,0.8746013772487641,0.4190162876844406,0.0,1.9617407567360823,0.0,1000.0,0.0,0.0,0.7509364538332995,0.0,58.019137887393725,0.0,0.7255664190399287,0.0,0.7255664190399287,0.0,4678.469219941442,0.0,115.59142168830422,0.0,115.59141809800091,0.0,3.3977847582768743,0.0,3.3977847582768743,0.9476524482881327,0.7509364538332995,0.7255664190399287,7.860216430664062,318.1359069560182
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,5.319868031569422,0.8749527767896652,0.4179187333583832,0.0,1.5929397344589233,0.0,1000.0,0.0,0.0,0.7692493168931258,0.0,16.55852995420757,0.0,0.7112344200569322,0.0,0.7112344200569322,0.0,4910.835661688638,0.0,113.21756543611225,0.0,113.21767224763569,0.0,3.4414122521480413,0.0,3.4414122521480413,0.9394877733900674,0.7692493168931258,0.7112344200569322,4.302271545410156,186.61175514416823
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,5.319868031569422,0.8747959781885147,0.4184110786318779,0.0,2.1484864433606465,0.0,1000.0,0.0,0.0,0.7430545409520467,0.0,30.477512486775716,0.0,0.7179786389718003,0.0,0.7179786389718003,0.0,4770.506523582947,0.0,114.7778086344401,0.0,114.77770487467448,0.0,3.4635133346138924,0.0,3.4635133346138924,0.9435997616498732,0.7430545409520467,0.7179786389718003,3.4433311462402343,143.11519570748837
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,5.319868031569422,0.8747163785696029,0.4187731935977936,0.0,1.9081738780845294,0.0,1000.0,0.0,0.0,0.7758590416474775,0.0,33.22931049086831,0.0,0.6936688036965974,0.0,0.6936688036965974,0.0,4540.320317032301,0.0,110.82436578924006,0.0,110.82427666404031,0.0,3.497220119864014,0.0,3.497220119864014,0.9666085844720469,0.7758590416474775,0.6936688036965974,4.876268173217773,199.77409394942126
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,5.319868031569422,0.8745551774501801,0.41932663291692734,0.0,2.033854063749313,0.0,1000.0,0.0,0.0,0.7700664353370666,0.0,42.79797760009765,0.0,0.6929213265472791,0.0,0.6929213265472791,0.0,4784.901248092384,0.0,110.34967498779297,0.0,110.34970458984375,0.0,3.555354796849013,0.0,3.555354796849013,0.971647051135532,0.7700664353370666,0.6929213265472791,5.517485229492188,239.24506240461918
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,5.412516340524051,0.8740919777154923,0.4209672273993492,0.0,2.0040056724101305,0.0,1000.0,0.0,0.0,0.7220241408795118,0.0,56.063512444496155,0.0,0.7126801663154556,0.0,0.7126801663154556,0.0,4767.699163106993,0.0,113.60493230819702,0.0,113.60490655899048,0.0,3.6115505431565524,0.0,3.6115505431565524,0.9832210649202174,0.7220241408795118,0.7126801663154556,7.270714019775391,305.13274643884756
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,5.580263775238215,0.8740053775310517,0.4211196998357773,0.0,1.9134542929629486,0.0,1000.0,0.0,0.0,0.7561793699860573,0.0,42.12336258093516,0.0,0.6900648454086632,0.0,0.6900648454086632,0.0,4848.571476894032,0.0,110.15944703420003,0.0,110.15937201182048,0.0,3.6642096508811655,0.0,3.6642096508811655,0.9830052010847913,0.7561793699860573,0.6900648454086632,5.287649856567382,232.7314308909135
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,5.581547220868328,0.8738975788354874,0.4218941097855568,0.0,1.8838279316058526,0.0,1000.0,0.0,0.0,0.6578359477795087,0.0,39.98759416433481,0.0,0.7365952494057161,0.0,0.7365952494057161,0.0,4728.920994329724,0.0,117.35494173490085,0.0,117.3548812866211,0.0,3.6937834049845826,0.0,3.6937834049845826,0.9930262716383996,0.6578359477795087,0.7365952494057161,6.102453826904297,245.90389170514564
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,5.581547220868328,0.8736215791702271,0.4227858026623726,0.0,2.0302401085694632,0.0,1000.0,0.0,0.0,0.7482214456512815,0.0,37.42159243992397,0.0,0.6868300092953812,0.0,0.6868300092953812,0.0,4420.761900966861,0.0,109.72127823602585,0.0,109.72128622872489,0.0,3.7458582577563564,0.0,3.7458582577563564,0.9835400697332708,0.7482214456512815,0.6868300092953812,4.608294021606445,185.6719998406081
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,5.922177082356462,0.8731375780105591,0.42492843872308733,0.0,2.404919981956482,0.0,1000.0,0.0,0.0,0.7588643531004587,0.0,64.02278391520183,0.0,0.6703380140452726,0.0,0.6703380140452726,0.0,4455.833694699412,0.0,106.91038576761882,0.0,106.91037241617839,0.0,3.790775285267714,0.0,3.790775285267714,1.0035763158887987,0.7588643531004587,0.6703380140452726,5.131697875976562,213.88001734557182
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,5.922177082356462,0.872992977976799,0.42589812153577805,0.0,2.074880129412601,0.0,1000.0,0.0,0.0,0.7546200846370897,0.0,30.304249914068926,0.0,0.6672707697916012,0.0,0.6672707697916012,0.0,4597.520003675705,0.0,106.29565791079872,0.0,106.29569003456517,0.0,3.826091737159464,0.0,3.826091737159464,1.0205588391418332,0.7546200846370897,0.6672707697916012,4.039236221313477,174.70576013967684
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,5.922177082356462,0.8729821780920028,0.4259234382510185,0.0,1.9529258866201749,0.0,1000.0,0.0,0.0,0.7568880780176683,0.0,40.61053882945668,0.0,0.6642573641197914,0.0,0.6642573641197914,0.0,5024.602877472641,0.0,105.76713804765181,0.0,105.76711065118963,0.0,3.8800637454084854,0.0,3.8800637454084854,1.0222317882576764,0.7568880780176683,0.6642573641197914,4.653752868652344,221.0825266087962
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,5.922177082356462,0.8725891777276993,0.42749855989217755,0.0,2.0809446445533206,0.0,1000.0,0.0,0.0,0.7434222187314715,0.0,52.23996026175363,0.0,0.6625839442837181,0.0,0.6625839442837181,0.0,4650.5997479214,0.0,105.53260530744281,0.0,105.53259658813477,0.0,3.930987549363096,0.0,3.930987549363096,1.0415360485220595,0.7434222187314715,0.6625839442837181,5.909825408935547,260.4335858835984
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,5.922177082356462,0.8723785775899887,0.42866944485902786,0.0,2.107715346813202,0.0,1000.0,0.0,0.0,0.7333687925338745,0.0,45.849981536865236,0.0,0.6634843945557104,0.0,0.6634843945557104,0.0,4802.729388392271,0.0,105.88691833496094,0.0,105.88698852539062,0.0,3.9878434883394673,0.0,3.9878434883394673,1.0582566776280735,0.7333687925338745,0.6634843945557104,5.294349426269531,240.1364694196136
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,5.922177082356462,0.8727973793745041,0.42784630888700487,0.0,1.7732107585126704,0.0,1000.0,0.0,0.0,0.754565255208449,0.0,10.088402271270752,0.0,0.6550894326677074,0.0,0.6550894326677074,0.0,4935.886882516123,0.0,104.61151539195667,0.0,104.61153481223367,0.0,4.020832192906152,0.0,4.020832192906152,1.0487589990284856,0.754565255208449,0.6550894326677074,2.3014537658691405,108.5895114153547
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,5.922177082356462,0.8723193777799606,0.42945514810085295,0.0,2.2894216746091844,0.0,1000.0,0.0,0.0,0.7709750413894654,0.0,49.203156566619874,0.0,0.6385875291643693,0.0,0.6385875291643693,0.0,4343.567815952538,0.0,101.74777488708496,0.0,101.74778022766114,0.0,4.069358422762291,0.0,4.069358422762291,1.0437965370907138,0.7709750413894654,0.6385875291643693,4.069911209106445,173.7427126381015
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,6.245644327956688,0.8719221794605255,0.43098227804899214,0.0,1.9604317815974355,0.0,1000.0,0.0,0.0,0.7317844340577722,0.0,58.51945769786835,0.0,0.6505490175211639,0.0,0.6505490175211639,0.0,4726.869798543314,0.0,103.79497647285461,0.0,103.79500460624695,0.0,4.121197261153509,0.0,4.121197261153509,1.0700671594238327,0.7317844340577722,0.6505490175211639,6.642880294799805,302.5196671067721
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,6.245644327956688,0.8717191784381867,0.4319971250295639,0.0,2.156634883447127,0.0,1000.0,0.0,0.0,0.7289918471466411,0.0,43.4808653051203,0.0,0.643927421843464,0.0,0.643927421843464,0.0,4494.4896863454915,0.0,102.66902368718928,0.0,102.66905351118608,0.0,4.164699054731359,0.0,4.164699054731359,1.074047578043556,0.7289918471466411,0.643927421843464,4.517438354492188,197.7575461992016
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,6.245644327956688,0.8714191781282425,0.4336717159152031,0.0,2.2966639840084575,0.0,1000.0,0.0,0.0,0.7248746649078701,0.0,51.99758488198985,0.0,0.6460496316853973,0.0,0.6460496316853973,0.0,4336.540386486611,0.0,102.94203584090523,0.0,102.9420451288638,0.0,4.203851686844437,0.0,4.203851686844437,1.0900244385483653,0.7248746649078701,0.6460496316853973,4.735334075927734,199.48085777838415
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,6.245644327956688,0.8715451776981353,0.43369066089391706,0.0,1.8829935435205698,0.0,1000.0,0.0,0.0,0.7113975547254086,0.0,16.694034337997437,0.0,0.649614722381405,0.0,0.649614722381405,0.0,4809.97513390144,0.0,103.63779973983765,0.0,103.63775968551636,0.0,4.235970835436352,0.0,4.235970835436352,1.0881887828178622,0.7113975547254086,0.649614722381405,3.3164083099365236,153.91920428484607
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,6.245644327956688,0.8709929764270783,0.4358949661254883,0.0,2.4381837459901967,0.0,1000.0,0.0,0.0,0.7507386977473894,0.0,63.269524892171226,0.0,0.630165487108687,0.0,0.630165487108687,0.0,4528.105829029587,0.0,100.49238300323486,0.0,100.49241065979004,0.0,4.2843558829041,0.0,4.2843558829041,1.0886247805540001,0.7507386977473894,0.630165487108687,4.8236357116699216,217.34907979342017
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,6.400083137584512,0.8710629777908325,0.4362889721393585,0.0,1.9956870476404827,0.0,1000.0,0.0,0.0,0.6964504652553134,0.0,28.548651271396214,0.0,0.6419100037594941,0.0,0.6419100037594941,0.0,4870.888511424246,0.0,102.31647109985352,0.0,102.31640413072374,0.0,4.3147386994503885,0.0,4.3147386994503885,1.0917383773721168,0.6964504652553134,0.6419100037594941,3.6833905487060545,175.3519864112728
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,6.586019525844498,0.8700059784650802,0.43995970261096956,0.0,2.2847281176792946,0.0,1000.0,0.0,0.0,0.736738532781601,0.0,87.66139602661133,0.0,0.6307342024177006,0.0,0.6307342024177006,0.0,4563.312006997255,0.0,100.5704664933054,0.0,100.57047974435906,0.0,4.412248580553272,0.0,4.412248580553272,1.0717567576736196,0.736738532781601,0.6307342024177006,7.643356460571289,346.81171253179144
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,6.586019525844498,0.8701497770547867,0.4400971894860268,0.0,2.0461197365885195,0.0,1000.0,0.0,0.0,0.697567703931228,0.0,39.80554978743844,0.0,0.638395619151557,0.0,0.638395619151557,0.0,4753.80594975214,0.0,101.8373088007388,0.0,101.83731244957966,0.0,4.452141221842826,0.0,4.452141221842826,1.0720831202951542,0.697567703931228,0.638395619151557,4.6845163726806645,218.67507368859845
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,6.586019525844498,0.8697773766517639,0.4417114034295082,0.0,2.3070749789476395,0.0,1000.0,0.0,0.0,0.7213043247660001,0.0,64.86503601074219,0.0,0.621712175625771,0.0,0.621712175625771,0.0,4453.6228503441425,0.0,99.18888187408447,0.0,99.18891620635986,0.0,4.492069396927853,0.0,4.492069396927853,1.0826006035636158,0.7213043247660001,0.621712175625771,4.761067977905274,213.77389681651883
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,7.063925581072549,0.8694713785648346,0.4436660636663437,0.0,2.1581337383160224,0.0,1000.0,0.0,0.0,0.7065053284168243,0.0,51.789332756629356,0.0,0.6277085899165011,0.0,0.6277085899165011,0.0,4566.312208785395,0.0,100.12346473106972,0.0,100.12345093947191,0.0,4.5333243837879715,0.0,4.5333243837879715,1.0898454365650148,0.7065053284168243,0.6277085899165011,5.2064194488525395,237.44823485684057
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,7.063925581072549,0.8694309780597687,0.4441023433208466,0.0,2.017521117627621,0.0,1000.0,0.0,0.0,0.7338952362537384,0.0,29.918962383270262,0.0,0.619310166555574,0.0,0.619310166555574,0.0,4759.805338279413,0.0,98.75760345458984,0.0,98.75759086608886,0.0,4.576238658718441,0.0,4.576238658718441,1.0756892813771826,0.7338952362537384,0.619310166555574,3.9503036346435545,190.39221353117654
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,7.063925581072549,0.8692685781717301,0.44531857258081436,0.0,2.001566426507358,0.0,1000.0,0.0,0.0,0.6802987762052437,0.0,49.521608747284986,0.0,0.6389785738015893,0.0,0.6389785738015893,0.0,4678.745395920242,0.0,101.85635323360049,0.0,101.8563724386281,0.0,4.632858188546339,0.0,4.632858188546339,1.0744569598117986,0.6802987762052437,0.6389785738015893,5.907669601440429,271.3672329633741
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,7.433899062572044,0.8689243782758713,0.4473225246667862,0.0,1.9438637256622315,0.0,1000.0,0.0,0.0,0.7126291496413094,0.0,60.8932544708252,0.0,0.6194326794914768,0.0,0.6194326794914768,0.0,4952.3603268198,0.0,98.75945870535715,0.0,98.75953499930246,0.0,4.698277613715839,0.0,4.698277613715839,1.0693987590805079,0.7126291496413094,0.6194326794914768,6.913167449951172,346.66522287738604
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,7.433899062572044,0.8685805768966675,0.44849891698360445,0.0,2.1590923837253024,0.0,1000.0,0.0,0.0,0.7480102096285138,0.0,53.267337799072266,0.0,0.604486158469882,0.0,0.604486158469882,0.0,4911.585577088319,0.0,96.48695046561105,0.0,96.48697607857841,0.0,4.752625251752508,0.0,4.752625251752508,1.072540570002603,0.7480102096285138,0.604486158469882,5.40327066040039,275.0487923169459
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,7.433899062572044,0.8688397781848908,0.448455447435379,0.0,2.105522777353014,0.0,1000.0,0.0,0.0,0.6675205220069204,0.0,29.907182148524694,0.0,0.6244762383131377,0.0,0.6244762383131377,0.0,4710.518020461838,0.0,99.75288500104632,0.0,99.75283377511161,0.0,4.7773741746435405,0.0,4.7773741746435405,1.0696876646872473,0.6675205220069204,0.6244762383131377,2.793079345703125,131.8945045729315
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,7.433899062572044,0.8686053775548935,0.44967618262767795,0.0,2.0224422993867295,0.0,1000.0,0.0,0.0,0.6667311709860096,0.0,38.5643136397652,0.0,0.6206681247186587,0.0,0.6206681247186587,0.0,4751.757444360107,0.0,99.0671154519786,0.0,99.06717250658119,0.0,4.814058395783353,0.0,4.814058395783353,1.07019085205535,0.6667311709860096,0.6206681247186587,4.557089935302734,218.58084244056494
