algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,20,0.5275514016323504,0.8613643785715103,0.5188757473826409,0.0,0.050966013222932816,0.0,1000.0,0.0,0.0,4.019598168986184,0.0,0.21678760056369675,0.0,1.8429818153381348,0.0,0.2857142857142857,0.0,0.5275514016323504,0.0,0.5275514016323504,0.0,0.2,0.9793546422415688,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,21,0.5483434640924365,0.86292737865448,0.508575470983982,0.0,0.048938038448492684,0.0,1000.0,0.0,0.0,5.276662871951149,0.0,0.234666206768441,0.0,2.382000724474589,0.0,0.19047619047619047,0.0,0.5483434640924365,0.0,0.5483434640924365,0.0,0.205,0.9787215437859736,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,22,0.5697966111640714,0.8641189777851105,0.4997356075048447,0.0,0.0494960630312562,0.0,1000.0,0.0,0.0,4.460907007966723,0.0,0.22930830474838376,0.0,2.2237526220934734,0.0,1.1428571428571428,0.0,0.5697966111640714,0.0,0.5697966111640714,0.0,0.21000000000000002,0.9775755987739727,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,23,0.591921515925699,0.865520777463913,0.4911698317527771,0.0,0.046916866763716654,0.0,1000.0,0.0,0.0,4.871094397136143,0.0,0.21499617497499107,0.0,2.1637622742425826,0.0,0.47619047619047616,0.0,0.591921515925699,0.0,0.591921515925699,0.0,0.21500000000000005,0.9769841710072897,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,24,0.6147292285059627,0.8665987790822983,0.48378569597005844,0.0,0.04431831818073988,0.0,1000.0,0.0,0.0,4.883645641803741,0.0,0.21579438918402333,0.0,2.180887746810913,0.0,0.2,0.0,0.6147292285059629,0.0,0.6147292285059629,2.220446049250313e-16,0.22000000000000003,0.9764069784344084,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,25,0.6371158835831471,0.8678875776529312,0.4764524165391922,0.0,0.04202407167146081,0.0,1000.0,0.0,0.0,3.658899131574129,0.0,0.16077287258478853,0.0,1.515798060517562,0.0,0.21052631578947367,0.0,0.6371158835831472,0.0,0.6371158835831472,1.1102230246251565e-16,0.225,0.9758457405953962,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,26,0.650845042009206,0.8688173778057099,0.4701988283395767,0.0,0.042019341310316864,0.0,1000.0,0.0,0.0,4.850694894790649,0.0,0.21283453824196225,0.0,2.2663765278729526,0.0,0.8181818181818182,0.0,0.650845042009206,0.0,0.650845042009206,0.0,0.22999999999999998,0.9751391934100303,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,27,0.6649353279503349,0.8695127791166306,0.464872317135334,0.0,0.04089263224830994,0.0,1000.0,0.0,0.0,4.170118808746338,0.0,0.20730933022235598,0.0,2.1757692923912635,0.0,0.6153846153846154,0.0,0.664935327950335,0.0,0.664935327950335,1.1102230246251565e-16,0.23500000000000001,0.9739097155234164,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,28,0.6793901772571808,0.8704149788618087,0.45953484869003297,0.0,0.0399154234263632,0.0,1000.0,0.0,0.0,3.3453020696286804,0.0,0.17311290107142532,0.0,1.796163382353606,0.0,0.5185185185185185,0.0,0.679390177257181,0.0,0.679390177257181,2.220446049250313e-16,0.24000000000000005,0.9727670494035149,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,29,0.6942130917527121,0.8711877781152725,0.45461203569173814,0.0,0.0385817965226514,0.0,1000.0,0.0,0.0,3.769797677085513,0.0,0.1685762578701736,0.0,1.9028234538577853,0.0,0.19047619047619047,0.0,0.694213091752712,0.0,0.694213091752712,1.1102230246251565e-16,0.24500000000000002,0.9721259651955309,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,30,0.7094076413526621,0.8717865782976151,0.4505239425897598,0.0,0.038014066172763705,0.0,1000.0,0.0,0.0,3.354964852333069,0.0,0.1856923669085102,0.0,1.882201798260212,0.0,0.6875,0.0,0.709407641352662,0.0,0.709407641352662,1.1102230246251565e-16,0.25,0.9705863250091807,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,31,0.7249774662865931,0.8724035786390305,0.44643294274806977,0.0,0.03834446291956636,0.0,1000.0,0.0,0.0,4.737965027491252,0.0,0.18965454670729553,0.0,2.2142275902960034,0.0,1.0,0.0,0.7249774662865931,0.0,0.7249774662865931,0.0,0.255,0.9701115386618019,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,32,0.740926279426112,0.8729883790016174,0.44277568513154986,0.0,0.03676235411937038,0.0,1000.0,0.0,0.0,3.6354945997397103,0.0,0.17601762121241651,0.0,1.976712852716446,0.0,0.3333333333333333,0.0,0.7409262794261121,0.0,0.7409262794261121,1.1102230246251565e-16,0.26,0.9692290039763384,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,33,0.7572578687273231,0.8734525774717331,0.4394944204688072,0.0,0.036961662471294406,0.0,1000.0,0.0,0.0,3.4640319538116455,0.0,0.167387235606059,0.0,1.8887293553352356,0.0,0.72,0.0,0.7572578687273233,0.0,0.7572578687273233,1.1102230246251565e-16,0.26500000000000007,0.9683225623131569,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,34,0.7739760997952083,0.8739135783910751,0.4365567870140076,0.0,0.03631527437583396,0.0,1000.0,0.0,0.0,2.9634392951664172,0.0,0.17582844190646274,0.0,1.8962350252427553,0.0,1.0526315789473684,0.0,0.7739760997952081,0.0,0.7739760997952081,2.220446049250313e-16,0.27,0.9661427034316808,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,35,0.791084918578304,0.8745121771097183,0.4333629883527756,0.0,0.0353917272432762,0.0,1000.0,0.0,0.0,4.15307892070097,0.0,0.16203082638526797,0.0,1.9782027882688187,0.0,0.5882352941176471,0.0,0.791084918578304,0.0,0.791084918578304,0.0,0.275,0.9657031105676607,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,36,0.8085883542027921,0.8748839778900146,0.4305511974096298,0.0,0.03381276517533339,0.0,1000.0,0.0,0.0,3.277933881833003,0.0,0.1605909947561978,0.0,1.761391268326686,0.0,0.46153846153846156,0.0,0.808588354202792,0.0,0.808588354202792,1.1102230246251565e-16,0.27999999999999997,0.9645711758785169,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,37,0.826490521955956,0.8754293786287308,0.42789641219377517,0.0,0.03382487846538425,0.0,1000.0,0.0,0.0,3.417489993572235,0.0,0.1502112023683187,0.0,1.6919860750436784,0.0,0.5,0.0,0.8264905219559556,0.0,0.8264905219559556,3.3306690738754696e-16,0.28500000000000003,0.9639556261126876,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,38,0.8447956264298846,0.8754877779483795,0.4261250786781311,0.0,0.03346732329275157,0.0,1000.0,0.0,0.0,2.9870980108106457,0.0,0.17827986566897697,0.0,2.0083826071507223,0.0,1.2432432432432432,0.0,0.8447956264298847,0.0,0.8447956264298847,1.1102230246251565e-16,0.29000000000000004,0.9619127313240513,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,39,0.8635079648373452,0.8759343775510788,0.42373686116933823,0.0,0.033472140927029694,0.0,1000.0,0.0,0.0,3.308167540508768,0.0,0.1463193757285107,0.0,1.8227405962736711,0.0,0.782608695652174,0.0,0.863507964837345,0.0,0.863507964837345,1.1102230246251565e-16,0.29500000000000004,0.9611421739763369,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,40,0.8826319305129118,0.87621317923069,0.42176416045427323,0.0,0.03203170609970887,0.0,1000.0,0.0,0.0,3.2492982387542724,0.0,0.16465332613517852,0.0,1.8498411198457083,0.0,1.2,0.0,0.8826319305129116,0.0,0.8826319305129116,2.220446049250313e-16,0.30000000000000004,0.9597706557311703,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,41,0.9021720166137461,0.8764603781700134,0.41996716529130934,0.0,0.031901110064338996,0.0,1000.0,0.0,0.0,2.5669751682796993,0.0,0.1468114736120571,0.0,1.5679740132512272,0.0,1.7297297297297298,0.0,0.9021720166137465,0.0,0.9021720166137465,3.3306690738754696e-16,0.30500000000000005,0.9578444802279926,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,42,0.9221328200358994,0.8768075773715973,0.4179531715512276,0.0,0.030846519719647324,0.0,1000.0,0.0,0.0,3.0520426812379258,0.0,0.13570878622259408,0.0,1.6388202154118081,0.0,0.5217391304347826,0.0,0.9221328200358995,0.0,0.9221328200358995,1.1102230246251565e-16,0.31000000000000005,0.957120249190896,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,43,0.9418364102334457,0.8771165786981583,0.41623786723613737,0.0,0.03140479679508456,0.0,1000.0,0.0,0.0,2.146433086230837,0.0,0.11419463317428567,0.0,1.3073447470007271,0.0,1.103448275862069,0.0,0.9418364102334457,0.0,0.9418364102334457,0.0,0.315,0.9558764769352299,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,44,0.9577370679873286,0.8772467784881591,0.41484039223194125,0.0,0.0300443090611335,0.0,1000.0,0.0,0.0,2.258520570668307,0.0,0.125799227024715,0.0,1.4349175763852668,0.0,1.0909090909090908,0.0,0.9577370679873288,0.0,0.9577370679873288,2.220446049250313e-16,0.32000000000000006,0.954183359708881,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,45,0.9739515552075982,0.8775343772172928,0.41348650395870207,0.0,0.031091038551595476,0.0,1000.0,0.0,0.0,2.8370206356048584,0.0,0.1408474286371112,0.0,1.625030020872752,0.0,1.037037037037037,0.0,0.9739515552075984,0.0,0.9739515552075984,1.1102230246251565e-16,0.325,0.9530806946120712,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,46,0.9904826077627166,0.8778593791723251,0.411760773062706,0.0,0.029716266221121737,0.0,1000.0,0.0,0.0,3.6012122505589534,0.0,0.13751828835815647,0.0,1.823256862790961,0.0,0.9473684210526315,0.0,0.9904826077627165,0.0,0.9904826077627165,1.1102230246251565e-16,0.33000000000000007,0.9526239236073178,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,47,1.0073330098908728,0.8779961792230606,0.41064434814453127,0.0,0.03013445668374047,0.0,1000.0,0.0,0.0,2.288748040343776,0.0,0.12341022836681655,0.0,1.4557554432840059,0.0,1.2727272727272727,0.0,1.0073330098908728,0.0,1.0073330098908728,0.0,0.335,0.9509244527872825,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,48,1.0245055956507487,0.8782489776611329,0.40936528718471527,0.0,0.029025992192327977,0.0,1000.0,0.0,0.0,3.507153630256653,0.0,0.1434981162090166,0.0,1.9038367450237275,0.0,0.7,0.0,1.0245055956507483,0.0,1.0245055956507483,4.440892098500626e-16,0.3400000000000001,0.9503553628461224,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,49,1.042003250437093,0.8784641778469086,0.4081143466234207,0.0,0.029237460260364143,0.0,1000.0,0.0,0.0,2.808121231469241,0.0,0.10943560028562897,0.0,1.4530747099356218,0.0,1.9090909090909092,0.0,1.0420032504370926,0.0,1.0420032504370926,4.440892098500626e-16,0.34500000000000003,0.9496789943476599,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,50,1.0598289125650782,0.8786435787677764,0.4071478757858276,0.0,0.028655966073274614,0.0,1000.0,0.0,0.0,2.6952700996398926,0.0,0.1217383190378612,0.0,1.5108680391311646,0.0,1.36,0.0,1.059828912565078,0.0,1.059828912565078,2.220446049250313e-16,0.35000000000000003,0.9488079421537735,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,51,1.077985574927729,0.878723978638649,0.4061852194070816,0.0,0.028140564110468735,0.0,1000.0,0.0,0.0,3.098253217610446,0.0,0.12564647362107495,0.0,1.6976637921550057,0.0,1.1818181818181819,0.0,1.0779855749277285,0.0,1.0779855749277285,4.440892098500626e-16,0.35500000000000004,0.9481650387257287,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,52,1.09647628673107,0.8789927791357041,0.40510778737068176,0.0,0.028001378423401287,0.0,1000.0,0.0,0.0,2.2220985094706216,0.0,0.09342662395770122,0.0,1.1837124767757596,0.0,0.9523809523809523,0.0,1.09647628673107,0.0,1.09647628673107,0.0,0.36000000000000004,0.9475455841300556,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,53,1.115304155312003,0.879173977971077,0.4042039223313332,0.0,0.026978880844332954,0.0,1000.0,0.0,0.0,2.433069971474734,0.0,0.11023731604908744,0.0,1.4483378800478848,0.0,0.45454545454545453,0.0,1.115304155312003,0.0,1.115304155312003,0.0,0.36500000000000005,0.9467781149382954,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,54,1.1344723480443673,0.8791757779121399,0.40369516372680664,0.0,0.027343047026079148,0.0,1000.0,0.0,0.0,2.575040642172098,0.0,0.12157276790492838,0.0,1.600664645433426,0.0,2.1875,0.0,1.1344723480443673,0.0,1.1344723480443673,0.0,0.37000000000000005,0.9453851822963975,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,55,1.1539840943390862,0.8794281772375107,0.40278071159124373,0.0,0.02728645602131591,0.0,1000.0,0.0,0.0,2.999832097221823,0.0,0.11149438304685659,0.0,1.536168890840867,0.0,0.8235294117647058,0.0,1.1539840943390864,0.0,1.1539840943390864,2.220446049250313e-16,0.375,0.9449598719769342,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,56,1.1738426877448331,0.8796153794527054,0.40191260069608686,0.0,0.025450851103024825,0.0,1000.0,0.0,0.0,3.141321097101484,0.0,0.11526282693512895,0.0,1.7358321164335524,0.0,0.2857142857142857,0.0,1.1738426877448336,0.0,1.1738426877448336,4.440892098500626e-16,0.38000000000000006,0.9446784685460663,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,57,1.1940514881562057,0.8797531782388687,0.40116424292325975,0.0,0.02531625915850912,0.0,1000.0,0.0,0.0,1.9381614199706487,0.0,0.09694685069132757,0.0,1.1629156502229827,0.0,0.5714285714285714,0.0,1.1940514881562054,0.0,1.1940514881562054,2.220446049250313e-16,0.385,0.943432985761441,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,58,1.214613924137047,0.8798231775760651,0.40075048941373825,0.0,0.02516885515069589,0.0,1000.0,0.0,0.0,2.0130246356129646,0.0,0.11175995969228641,0.0,1.4479890447109938,0.0,1.4375,0.0,1.214613924137047,0.0,1.214613924137047,0.0,0.39000000000000007,0.9418060935906146,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,59,1.2355334953672545,0.8798839790821076,0.4001918770670891,0.0,0.025478626560905705,0.0,1000.0,0.0,0.0,2.70793600704359,0.0,0.11560593838921356,0.0,1.5842015328614607,0.0,0.5217391304347826,0.0,1.2355334953672545,0.0,1.2355334953672545,0.0,0.395,0.9410979195633926,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,60,1.2568137752221982,0.880008978843689,0.39961714297533035,0.0,0.02527681877836585,0.0,1000.0,0.0,0.0,2.0488067865371704,0.0,0.09495821513955065,0.0,1.3058830325802167,0.0,1.3333333333333333,0.0,1.2568137752221982,0.0,1.2568137752221982,0.0,0.4,0.940221868789376,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,61,1.278458413494763,0.8800623770952225,0.39932842838764193,0.0,0.025009388462282144,0.0,1000.0,0.0,0.0,2.2324852576622596,0.0,0.11093162561699757,0.0,1.5631979222481067,0.0,1.0769230769230769,0.0,1.278458413494763,0.0,1.278458413494763,0.0,0.4050000000000001,0.9391635401757996,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,62,1.2980264840960745,0.8800973780155182,0.3989668124318123,0.0,0.024449073996108312,0.0,1000.0,0.0,0.0,2.073719093432793,0.0,0.10096321017091389,0.0,1.2846270203590393,0.0,1.2307692307692308,0.0,1.2980264840960742,0.0,1.2980264840960742,2.220446049250313e-16,0.41,0.9381793541810353,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,63,1.3137885068666146,0.8801435780525207,0.39881257331371306,0.0,0.025428996421396732,0.0,1000.0,0.0,0.0,1.983609352260828,0.0,0.10028452106269328,0.0,1.3840920310467482,0.0,2.5625,0.0,1.3137885068666149,0.0,1.3137885068666149,2.220446049250313e-16,0.41500000000000004,0.9367591497314849,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,64,1.329794760511072,0.8801753785610199,0.39847329825162886,0.0,0.024873667330081974,0.0,1000.0,0.0,0.0,2.1968098836285725,0.0,0.10092333353876064,0.0,1.3922711887529917,0.0,2.5,0.0,1.329794760511072,0.0,1.329794760511072,0.0,0.42000000000000004,0.9355899679750557,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,65,1.3460470263236624,0.8803285779953003,0.3980025650858879,0.0,0.02366324098637471,0.0,1000.0,0.0,0.0,1.7312368933971112,0.0,0.07860895222910061,0.0,1.0903505705870116,0.0,1.3846153846153846,0.0,1.3460470263236624,0.0,1.3460470263236624,0.0,0.42500000000000004,0.9346483397051689,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,66,1.3625471112248033,0.8804045774936676,0.39764014875888826,0.0,0.02375179626047611,0.0,1000.0,0.0,0.0,1.6624158430099487,0.0,0.07972926252100046,0.0,1.0332254576683044,0.0,0.96,0.0,1.362547111224803,0.0,1.362547111224803,2.220446049250313e-16,0.4300000000000001,0.9337852665061104,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,67,1.3792968483825723,0.8804461795091629,0.3974694780707359,0.0,0.02371839067802347,0.0,1000.0,0.0,0.0,1.74356629519627,0.0,0.08434231768598723,0.0,1.151991083704192,0.0,1.793103448275862,0.0,1.3792968483825725,0.0,1.3792968483825725,2.220446049250313e-16,0.435,0.9325293950300007,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,68,1.3962980978563566,0.8804935775995254,0.39732251965999604,0.0,0.023271483697873706,0.0,1000.0,0.0,0.0,1.866299538051381,0.0,0.09644840745732539,0.0,1.2798037704299479,0.0,1.9411764705882353,0.0,1.3962980978563562,0.0,1.3962980978563562,4.440892098500626e-16,0.44000000000000006,0.9308715262435713,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,69,1.4135527472637657,0.8805799779891967,0.3969686198234558,0.0,0.02277342210474767,0.0,1000.0,0.0,0.0,1.9912478923797607,0.0,0.07612544692856513,0.0,1.1038104703551845,0.0,0.5263157894736842,0.0,1.4135527472637655,0.0,1.4135527472637655,2.220446049250313e-16,0.44500000000000006,0.9304418332325527,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,70,1.4310627124719364,0.8806411777734756,0.3966704280376434,0.0,0.023683034752806028,0.0,1000.0,0.0,0.0,2.68775688012441,0.0,0.09512077572873869,0.0,1.3880776286125183,0.0,1.2,0.0,1.4310627124719362,0.0,1.4310627124719362,2.220446049250313e-16,0.45,0.9301189816169333,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,71,1.4488299383144456,0.8806921766996384,0.39651538407802583,0.0,0.022491266950964928,0.0,1000.0,0.0,0.0,1.717265248298645,0.0,0.06955909706848054,0.0,1.0573507195169276,0.0,1.4545454545454546,0.0,1.4488299383144458,0.0,1.4488299383144458,2.220446049250313e-16,0.45500000000000007,0.929466406518374,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,72,1.4668563993351,0.8807783782482147,0.3963974959254265,0.0,0.022472892105579376,0.0,1000.0,0.0,0.0,2.0462907266616823,0.0,0.09010700550060047,0.0,1.3172718238830567,0.0,1.68,0.0,1.4668563993350998,0.0,1.4668563993350998,2.220446049250313e-16,0.45999999999999996,0.928653802626245,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,73,1.4851441005599724,0.880722579240799,0.39652305442094804,0.0,0.022296619485132396,0.0,1000.0,0.0,0.0,1.8199505433440208,0.0,0.09514629698020938,0.0,1.3514434583485126,0.0,1.875,0.0,1.4851441005599721,0.0,1.4851441005599721,2.220446049250313e-16,0.4650000000000001,0.9271689571375538,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,74,1.503695078299132,0.8808007764816285,0.396311570584774,0.0,0.021377184040223558,0.0,1000.0,0.0,0.0,1.8320374339818954,0.0,0.08978323239570214,0.0,1.1618329969545205,0.0,1.25,0.0,1.5036950782991316,0.0,1.5036950782991316,4.440892098500626e-16,0.47000000000000003,0.9262516364069143,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,75,1.5225114009796106,0.88074977850914,0.3964334220290184,0.0,0.02216940179753762,0.0,1000.0,0.0,0.0,1.7656601025508,0.0,0.0738253295604004,0.0,1.2473171674288237,0.0,2.076923076923077,0.0,1.5225114009796104,0.0,1.5225114009796104,2.220446049250313e-16,0.47500000000000003,0.9253088627624101,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,76,1.5415951700112491,0.880878378033638,0.3962623572945595,0.0,0.021564035809465816,0.0,1000.0,0.0,0.0,1.5654270421890986,0.0,0.06360211514816047,0.0,0.971732497215271,0.0,2.0,0.0,1.541595170011249,0.0,1.541595170011249,2.220446049250313e-16,0.4800000000000001,0.9247281341716014,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,77,1.5609485206871856,0.8808369780778885,0.39625894510746,0.0,0.021820192923769355,0.0,1000.0,0.0,0.0,1.952211434642474,0.0,0.07884694068707215,0.0,1.1933989475170772,0.0,2.5833333333333335,0.0,1.5609485206871854,0.0,1.5609485206871854,2.220446049250313e-16,0.485,0.9238876598066069,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,78,1.5805736231208498,0.8809345778226852,0.396100355386734,0.0,0.021531879901885986,0.0,1000.0,0.0,0.0,1.9226132819527073,0.0,0.06715466570295463,0.0,1.074616485520413,0.0,1.4736842105263157,0.0,1.5805736231208498,0.0,1.5805736231208498,0.0,0.49000000000000005,0.9234163035642379,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,79,1.60047268322147,0.8809599778652191,0.3960780087709427,0.0,0.02017129051753066,0.0,1000.0,0.0,0.0,1.7115147330544211,0.0,0.073544622741248,0.0,1.1037917001680895,0.0,1.5454545454545454,0.0,1.6004726832214697,0.0,1.6004726832214697,2.220446049250313e-16,0.49500000000000005,0.9226794134124205,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,99999,80,1.6206479437102317,0.8810157778263092,0.39603962391614916,0.0,0.020864720256733044,0.0,1000.0,0.0,0.0,1.3418796466929572,0.0,0.0650644384791549,0.0,0.9551805864487376,0.0,2.5714285714285716,0.0,1.6206479437102317,0.0,1.6206479437102317,0.0,0.5,0.9215512975689609,0.0
